Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
"MORGAN CITY GAS DEPT, CITY OF",12776,Municipal Owned,LA,4894,0,0,0,0,976,0,3374,376,25,122,21
MOREAUVILLE GAS DEPT,12768,Municipal Owned,LA,1064,0,0,0,0,0,1051,0,0,0,13,0
MONTPELIER GAS SYSTEM,12758,Municipal Owned,LA,160,0,0,0,0,61,41,13,22,10,12,1
"MONTGOMERY, TOWN OF",12750,Municipal Owned,LA,560,560,0,0,0,0,0,0,0,0,0,0
"MELVILLE, TOWN OF",12330,Municipal Owned,LA,485,0,0,0,0,0,0,0,480,5,0,0
MARINGOUIN GAS SYSTEM,12162,Municipal Owned,LA,653,607,0,0,0,0,0,0,0,0,42,4
MADISONVILLE GAS SYSTEM,12036,Municipal Owned,LA,5399,0,0,0,629,0,16,0,217,1700,2616,221
ATMOS ENERGY CORPORATION - LOUISIANA,11800,Privately Owned,LA,414577,55,0,153,31223,6716,112079,81392,61355,63757,52101,5746
"LOGANSPORT GAS DEPT, TOWN OF",11656,Municipal Owned,LA,665,0,0,0,0,103,384,0,0,0,0,178
"LIVONIA, VILLAGE OF",11606,Municipal Owned,LA,424,348,0,0,0,0,0,0,0,38,34,4
"LIVINGSTON, TOWN OF",11604,Municipal Owned,LA,863,0,0,0,0,0,493,41,8,45,265,11
LEONVILLE GAS SYSTEM,11392,Municipal Owned,LA,372,0,0,0,0,0,0,0,354,0,14,4
KROTZ SPRINGS GAS SYSTEM,10340,Municipal Owned,LA,174,0,0,0,0,0,1,171,1,0,1,0
"KINDER GAS SYSTEMS, TOWN OF",10260,Municipal Owned,LA,918,918,0,0,0,0,0,0,0,0,0,0
KENTWOOD NATURAL GAS SYSTEM,10180,Municipal Owned,LA,901,0,0,0,666,0,34,0,96,0,105,0
"KAPLAN GAS DEPT, CITY OF",10060,Municipal Owned,LA,1845,1837,0,0,0,0,0,0,0,0,8,0
"JONESVILLE, TOWN OF",9310,Municipal Owned,LA,1097,0,0,0,1095,0,0,0,0,1,1,0
"JENA GAS SYSTEM, TOWN OF",9210,Municipal Owned,LA,1929,0,0,0,0,0,191,1620,0,19,99,0
"JACKSON, TOWN OF",9030,Municipal Owned,LA,770,206,0,0,0,0,550,0,8,0,4,2
"IOTA GAS DEPT, TOWN OF",8230,Municipal Owned,LA,627,0,0,0,0,0,0,540,79,5,3,0
IBERVILLE PARISH NATURAL GAS SYSTEM,8010,Municipal Owned,LA,4389,0,0,0,2133,0,0,0,833,650,680,93
"HORNBECK GAS DEPT, CITY OF",7360,Municipal Owned,LA,831,0,0,0,0,767,0,30,34,0,0,0
"HARRISONBURG, VILLAGE OF",7100,Municipal Owned,LA,772,0,0,0,0,505,0,0,258,5,4,0
"ENTERGY LOUISIANA, LLC",6920,Investor Owned,LA,104895,4449,1959,8052,13315,14101,19252,9140,9957,9817,13109,1744
"GUEYDAN MUNICIPAL PLANT, TOWN OF",6840,Municipal Owned,LA,709,4,0,0,0,0,0,0,0,705,0,0
"GREENSBURG GAS & WATER, TOWN OF",6770,Municipal Owned,LA,279,0,0,0,238,0,10,10,10,11,0,0
"GRAND ISLE, TOWN OF",6510,Municipal Owned,LA,1389,0,0,0,0,0,1002,0,310,22,54,1
GRAND COUTEAU MUNICIPAL SYSTEM,6500,Municipal Owned,LA,425,341,0,0,0,0,0,78,0,0,5,1
"GONZALES GAS CO, TOWN OF",6440,Municipal Owned,LA,2827,2069,0,0,0,0,0,0,0,337,396,25
"WEST FELICIANA PARISH, GAS UTIL DIST # 1 OF",6241,Municipal Owned,LA,711,0,0,0,0,0,293,227,30,52,81,28
"WASHINGTON PARISH, GAS UTIL DIST # 2 OF",6240,Municipal Owned,LA,946,0,0,0,0,500,434,0,0,0,7,5
"POINTE COUPEE PARISH, GAS UTIL DIST # 2 OF",6239,Municipal Owned,LA,2289,470,0,0,0,784,0,785,0,189,45,16
"VERNON PARISH, GAS UTIL DIST # 1 OF",6235,Municipal Owned,LA,420,0,0,0,0,420,0,0,0,0,0,0
"LIVINGSTON PARISH - A, GAS UTIL DIST # 1 OF",6233,Municipal Owned,LA,1089,0,0,0,0,852,0,0,0,84,122,31
"POINTE COUPEE PARISH, GAS UTIL DIST # 1 OF",6232,Municipal Owned,LA,2133,0,0,400,0,419,723,210,100,177,68,36
"EAST FELICIANA PARISH, GAS UTIL DIST # 2 OF",6226,Municipal Owned,LA,1164,0,0,0,0,747,80,80,80,80,80,17
"EAST FELICIANA PARISH, GAS UTIL DIST # 1 OF",6225,Municipal Owned,LA,735,0,0,0,0,734,0,0,0,0,0,1
"EAST BATON ROUGE PARISH, GAS UTIL DIST # 1 OF",6219,Municipal Owned,LA,4464,0,0,0,0,1018,1255,449,250,529,933,30
FOREST HILL GAS SYSTEM,5370,Municipal Owned,LA,572,0,0,0,200,98,75,22,106,42,29,0
"EVANGELINE GAS CO, INC",4600,Investor Owned,LA,3696,3670,0,0,0,0,0,0,0,0,17,9
"EUNICE GAS DEPT, CITY OF",4590,Municipal Owned,LA,4347,4263,0,0,0,0,0,10,20,17,37,0
CENTERPOINT ENERGY RESOURCES CORPORATION,4499,Investor Owned,LA,172118,58342,2970,11700,22760,14243,11012,10112,12750,13605,13356,1268
"ELIZABETH, TOWN OF",4341,Municipal Owned,LA,291,0,0,0,0,9,0,208,41,9,21,3
"DONALDSONVILLE, CITY OF",3470,Municipal Owned,LA,3201,0,1193,0,1985,0,0,0,0,0,14,9
DEQUINCY GAS DEPARTMENT,3325,Municipal Owned,LA,2009,0,0,0,0,1703,163,0,120,0,0,23
"DENHAM SPRINGS GAS DEPT, CITY OF",3295,Municipal Owned,LA,7498,4472,0,0,0,0,0,0,0,0,2943,83
"DELCAMBRE GAS DEPT, TOWN OF",3220,Municipal Owned,LA,336,0,0,0,0,0,0,0,0,335,1,0
CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH,2712,Municipal Owned,LA,1497,195,0,0,0,1120,0,0,17,78,79,8
"COLUMBIA, TOWN OF",2622,Municipal Owned,LA,330,0,0,0,0,0,330,0,0,0,0,0
"COLFAX GAS DEPT, TOWN OF",2548,Municipal Owned,LA,1205,0,0,0,917,115,116,0,57,0,0,0
"CLINTON, TOWN OF - GAS UTIL DIST #2, E FELICIANA",2500,Municipal Owned,LA,455,0,0,0,446,0,0,0,0,0,9,0
CLAYTON GAS SYSTEM,2476,Municipal Owned,LA,312,0,0,0,0,309,0,0,0,3,0,0
CHATHAM NATURAL GAS DIV,2280,Municipal Owned,LA,220,0,0,0,0,0,0,218,0,0,2,0
CARENCRO GAS SYSTEM,2092,Municipal Owned,LA,803,773,0,0,0,0,0,0,0,0,15,15
"BOYCE MUNICIPAL SYSTEM, TOWN OF",1680,Municipal Owned,LA,404,0,0,0,0,0,0,0,0,0,0,404
"BERWICK, TOWN OF",1376,Municipal Owned,LA,858,0,362,50,100,25,25,25,75,83,96,17
"BASILE, TOWN OF",1136,Municipal Owned,LA,876,0,0,0,0,0,0,0,876,0,0,0
"BALDWIN MUNICIPAL SYSTEM, TOWN OF",1072,Municipal Owned,LA,561,70,0,0,0,0,456,0,0,30,4,1
BAKER UTILITY SYSTEM,1064,Municipal Owned,LA,4253,1615,0,0,26,32,1285,185,457,27,622,4
"ARNAUDVILLE MUNICIPLE SYSTEM, TOWN OF",675,Municipal Owned,LA,664,645,0,0,0,0,0,0,0,0,13,6
CENTERPOINT ENERGY RESOURCES CORP.,603,Investor Owned,LA,168355,66770,2928,2716,6847,6972,7654,9092,4227,28433,30855,1861
"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",270,Municipal Owned,LA,19906,3012,0,0,0,364,3212,4394,6065,2432,418,9
ABITA SPRINGS NAT GAS & WATER,27,Municipal Owned,LA,946,0,0,0,0,0,0,0,0,852,66,28
