Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
FITZGERALD WATER LIGHT & BOND COMMISSION,5210,Municipal Owned,GA,2439,2145,0,0,0,0,0,0,139,66,80,9
ELBERTON NATURAL GAS SYSTEM,4310,Municipal Owned,GA,4793,2744,0,0,0,0,0,0,774,621,620,34
"EDISON GAS SYSTEM, CITY OF",4250,Municipal Owned,GA,333,0,0,0,0,0,0,1,164,167,1,0
"EATONTON, CITY OF",4200,Municipal Owned,GA,2524,2301,0,0,0,0,0,0,0,160,38,25
"DUBLIN, CITY OF",3560,Municipal Owned,GA,3957,2799,0,0,0,0,0,0,0,122,981,55
"DOUGLAS GAS DEPT, CITY OF",3510,Municipal Owned,GA,1657,1300,0,0,0,0,0,0,0,138,216,3
"DONALSONVILLE GAS SYSTEM, CITY OF",3480,Municipal Owned,GA,414,0,0,0,0,3,0,403,0,8,0,0
"DOERUN, CITY OF",3460,Municipal Owned,GA,343,0,0,0,0,320,0,10,12,0,1,0
DECATUR COUNTY INDUSTRIAL AIRPARK,3188,Municipal Owned,GA,27,0,0,0,0,13,0,2,4,4,4,0
"DAWSON GAS DEPT, CITY OF",3160,Municipal Owned,GA,1129,0,0,0,0,2,251,161,238,468,9,0
DALTON WATER LIGHT & SINKING FUND COMMISSION,3090,Municipal Owned,GA,9323,6652,0,1,86,27,6,17,918,572,753,291
"CUTHBERT GAS SYSTEM, CITY OF",2928,Municipal Owned,GA,891,0,0,0,0,348,0,129,137,138,139,0
"COVINGTON MUNICIPAL GAS SYSTEM, CITY OF",2860,Municipal Owned,GA,9296,0,0,0,1525,1810,1575,755,805,2337,409,80
"CORDELE GAS SYSTEM, CITY OF",2780,Municipal Owned,GA,2625,2136,0,0,0,0,0,300,104,0,71,14
"COMMERCE GAS SYSTEM, CITY OF",2644,Municipal Owned,GA,2579,0,0,0,0,0,0,93,331,1710,392,53
"COLQUITT GAS SYSTEM, CITY OF",2572,Municipal Owned,GA,137,96,0,0,0,0,0,0,0,0,40,1
"COCHRAN GAS SYSTEM, CITY OF",2536,Municipal Owned,GA,1479,0,0,0,0,91,496,386,227,228,48,3
"CLAXTON GAS DEPT, CITY OF",2464,Municipal Owned,GA,1440,0,0,0,0,666,223,213,145,172,20,1
"CARTERSVILLE GAS DEPT, CITY OF",2120,Municipal Owned,GA,11438,1739,0,0,2786,1677,120,1146,1673,1193,914,190
"CAMILLA GAS SYSTEM, CITY OF",2036,Municipal Owned,GA,1368,1272,0,0,0,0,0,0,0,51,41,4
"CAIRO GAS SYSTEMS, CITY OF",2012,Municipal Owned,GA,1991,1874,0,0,0,0,0,0,0,6,102,9
"BUFORD GAS SYSTEM, CITY OF",1872,Municipal Owned,GA,42381,0,0,0,1591,2005,1911,2492,8086,15175,9625,1496
"BOWMAN GAS SYSTEM, CITY OF",1672,Municipal Owned,GA,400,0,0,0,15,47,47,192,43,35,19,2
"BLAKELY GAS DEPT, CITY OF",1520,Municipal Owned,GA,963,369,0,0,0,353,21,88,122,5,5,0
"BAINBRIDGE GAS DEPT, CITY OF",1048,Municipal Owned,GA,1411,1339,0,0,0,0,0,0,0,24,44,4
"AUSTELL NATURAL GAS SYSTEM, CITY OF",909,Municipal Owned,GA,60752,0,0,0,6746,5624,6315,12742,11906,12650,4084,685
ATLANTA GAS LIGHT CO,792,Investor Owned,GA,1705862,38104,0,0,56943,236596,162212,329123,358482,312803,193978,17621
"ASHBURN GAS DEPT, CITY OF",702,Municipal Owned,GA,1069,561,0,0,0,0,0,0,0,336,170,2
"ANDERSONVILLE GAS SYSTEM, CITY OF",495,Municipal Owned,GA,111,0,0,0,0,0,20,52,30,5,3,1
AMERICUS UTILITY COMMISSION,423,Municipal Owned,GA,3163,0,0,0,1802,1125,0,197,0,0,39,0
ALBANY WATER GAS & LIGHT COMMISSION,234,Municipal Owned,GA,16880,16753,0,0,0,0,0,0,0,0,102,25
"ADEL GAS DEPT, CITY OF",54,Municipal Owned,GA,798,0,0,0,0,0,123,181,112,183,193,6
"ADAIRSVILLE, CITY OF",45,Municipal Owned,GA,1743,4,0,0,0,47,72,356,283,671,245,65
