Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
MOULTON MUNICIPAL GAS SYSTEM,12823,Municipal Owned,IA,319,0,0,0,0,0,292,0,14,5,6,2
MORNING SUN MUNICIPAL GAS SYSTEM,12794,Municipal Owned,IA,422,0,0,0,0,205,17,12,146,25,17,0
MONTEZUMA NATURAL GAS DEPT,12732,Municipal Owned,IA,861,0,0,0,0,257,185,147,145,47,74,6
MANNING NATURAL GAS DEPT,12102,Municipal Owned,IA,1015,0,0,0,0,557,52,48,255,26,58,19
MANILLA MUNICIPAL GAS DEPT,12090,Municipal Owned,IA,405,0,0,0,0,366,12,6,0,21,0,0
LORIMOR MUNICIPAL GAS SYSTEM,11760,Municipal Owned,IA,216,0,0,0,0,0,179,2,27,4,4,0
LINEVILLE NATURAL GAS SYSTEM,11529,Municipal Owned,IA,155,0,0,0,0,121,0,7,9,9,9,0
LENOX MUNICIPAL GAS SYSTEM,11384,Municipal Owned,IA,588,0,0,0,0,532,0,0,0,6,46,4
LAMONI MUNICIPAL UTILITIES,11184,Municipal Owned,IA,828,826,0,0,0,0,0,0,0,0,2,0
LAKE PARK MUNICIPAL UTILITIES,11119,Municipal Owned,IA,656,0,0,0,0,434,0,12,64,50,96,0
ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,8170,Investor Owned,IA,214263,1468,1622,350,6764,38564,21115,23205,48261,45251,27270,393
"HAWARDEN GAS DEPT, CITY OF",7165,Municipal Owned,IA,1198,1037,0,0,0,0,0,0,0,0,155,6
HARLAN MUNICIPAL UTILITIES,7080,Municipal Owned,IA,2452,0,0,0,2245,0,0,0,0,133,37,37
GUTHRIE CENTER MUNICIPAL UTILITIES,6950,Municipal Owned,IA,882,0,0,0,724,30,25,24,10,25,37,7
GRAETTINGER MUNICIPAL GAS SYSTEM,6470,Municipal Owned,IA,434,0,0,0,0,304,10,60,26,25,9,0
GILMORE CITY MUNICIPAL GAS SYSTEM INC,6390,Municipal Owned,IA,354,0,0,0,0,265,30,22,19,8,8,2
EMMETSBURG MUNICIPAL UTILITIES,4440,Municipal Owned,IA,1691,0,0,0,59,561,297,70,583,74,44,3
CORNING MUNICIPAL UTILITIES,2796,Municipal Owned,IA,875,0,0,0,0,764,0,0,33,36,42,0
COON RAPIDS MUNICIPAL UTILITIES,2768,Municipal Owned,IA,665,0,0,0,149,51,27,29,91,232,71,15
CLEARFIELD MUNICIPAL GAS SYSTEM,2480,Municipal Owned,IA,141,0,0,0,0,139,0,0,0,0,2,0
CEDAR FALLS MUNICIPAL UTILITY,2164,Municipal Owned,IA,12516,0,0,0,71,631,493,2840,4745,1772,1964,0
CASCADE MUNICIPAL UTIL,2124,Municipal Owned,IA,1077,758,0,0,0,0,0,0,17,126,164,12
BROOKLYN MUNICIPAL GAS CO,1792,Municipal Owned,IA,700,0,0,0,0,332,108,70,80,69,39,2
BRIGHTON MUNICIPAL GAS SYSTEM,1752,Municipal Owned,IA,363,0,0,0,0,273,55,11,11,3,10,0
"BLOOMFIELD MUNICIPAL GAS, CITY OF",1536,Municipal Owned,IA,1204,0,0,0,0,32,899,32,116,80,34,11
BEDFORD NATURAL GAS SYSTEM,1232,Municipal Owned,IA,781,0,0,0,0,538,84,35,48,35,32,9
HARTLEY MUNICIPAL UTILITIES,986,Municipal Owned,IA,756,0,0,658,0,0,0,0,50,25,23,0
"FAIRBANK, CITY OF",860,Municipal Owned,IA,536,0,0,0,0,0,0,0,440,39,52,5
ALLERTON GAS CO,315,Investor Owned,IA,301,0,0,0,0,243,41,0,6,1,10,0
