Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
SIOUX CENTER MUNICIPAL GAS UTILITY,18336,Municipal Owned,IA,79.396,29.0,17,0.0,0.0,0.0,9.803,6.0,8.0,8.736,9.0,21.634,14.0,2.0
SANBORN MUNICIPAL GAS DISTRICT,18108,Municipal Owned,IA,21.0,51.0,15,1.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
SAC CITY MUNICIPAL GAS UTIL,18020,Municipal Owned,IA,44.0,55.0,43,0.0,0.0,0.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0
SABULA MUNICIPAL GAS,18016,Municipal Owned,IA,4.0,56.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLFE MUNICIPAL GAS SYSTEM,17640,Municipal Owned,IA,8.0,52.0,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
ROCK RAPIDS MUNC UTIL,17583,Municipal Owned,IA,33.007,48.0,20,0.0,0.0,0.0,20.55,0.0,0.0,0.84,6.11,1.518,2.957,1.06
"REMSEN MUNICIPAL UTILITIES, TOWN OF",17210,Municipal Owned,IA,12.64,42.0,9,0.0,0.0,3.25,2.0,0.5,0.25,1.0,1.5,1.5,2.43,0.206
PRESTON MUNICIPAL GAS UTILITIES,15848,Municipal Owned,IA,6.0,41.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX),15840,Municipal Owned,IA,5.0,56.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK HILLS ENERGY,15359,Investor Owned,IA,2862.535,27.0,318,0.0,0.829,0.606,11.22,262.54,291.52,566.54,789.12,425.3,486.63,28.23
"OSAGE MUNICIPAL GAS UTILITY, TOWN OF",14380,Municipal Owned,IA,43.38,14.0,0,25.45,0.0,0.0,0.0,0.0,0.38,2.13,2.46,2.76,10.18,0.03
MOULTON MUNICIPAL GAS SYSTEM,12823,Municipal Owned,IA,5.0,46.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
MORNING SUN MUNICIPAL GAS SYSTEM,12794,Municipal Owned,IA,9.0,39.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0
MONTEZUMA NATURAL GAS DEPT,12732,Municipal Owned,IA,16.556,44.0,10,0.0,0.0,0.0,0.0,9.949,2.0,1.0,0.0,3.0,0.607,0.0
MANNING NATURAL GAS DEPT,12102,Municipal Owned,IA,25.3,30.0,8,0.0,0.0,0.0,0.0,8.0,2.8,1.1,4.6,1.0,3.7,4.1
MANILLA MUNICIPAL GAS DEPT,12090,Municipal Owned,IA,7.7,42.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.7,0.0
LORIMOR MUNICIPAL GAS SYSTEM,11760,Municipal Owned,IA,8.0,46.0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
LINEVILLE NATURAL GAS SYSTEM,11529,Municipal Owned,IA,6.8,53.0,5,0.0,0.0,0.0,0.0,5.735,0.777,0.12,0.16,0.008,0.0,0.0
LENOX MUNICIPAL GAS SYSTEM,11384,Municipal Owned,IA,32.0,54.0,31,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0
LAMONI MUNICIPAL UTILITIES,11184,Municipal Owned,IA,26.48,0.0,0,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKE PARK MUNICIPAL UTILITIES,11119,Municipal Owned,IA,11.5,33.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.5,0.0,0.0
ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,8170,Investor Owned,IA,4341.42,33.0,1141,330.08,35.81,4.57,154.48,918.56,393.33,320.91,1000.2,674.32,494.96,14.21
"HAWARDEN GAS DEPT, CITY OF",7165,Municipal Owned,IA,27.0,5.0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
HARLAN MUNICIPAL UTILITIES,7080,Municipal Owned,IA,41.05,56.0,34,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.5,2.3,0.25
GUTHRIE CENTER MUNICIPAL UTILITIES,6950,Municipal Owned,IA,17.0,53.0,12,0.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
GRAETTINGER MUNICIPAL GAS SYSTEM,6470,Municipal Owned,IA,10.0,45.0,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
GILMORE CITY MUNICIPAL GAS SYSTEM INC,6390,Municipal Owned,IA,7.25,47.0,5,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,1.5,0.0,0.0
EMMETSBURG MUNICIPAL UTILITIES,4440,Municipal Owned,IA,51.0,47.0,25,6.0,0.0,0.0,13.0,12.0,5.0,1.0,10.0,4.0,0.0,0.0
CORNING MUNICIPAL UTILITIES,2796,Municipal Owned,IA,24.0,48.0,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,1.0,0.0
COON RAPIDS MUNICIPAL UTILITIES,2768,Municipal Owned,IA,19.599,49.0,11,0.0,0.0,0.0,7.631,4.0,1.434,2.0,3.0,1.0,0.534,0.0
CLEARFIELD MUNICIPAL GAS SYSTEM,2480,Municipal Owned,IA,10.0,56.0,10,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
CEDAR FALLS MUNICIPAL UTILITY,2164,Municipal Owned,IA,228.701,26.0,25,0.0,0.0,0.0,4.158,20.78,6.971,61.366,34.315,64.936,36.173,0.0
CASCADE MUNICIPAL UTIL,2124,Municipal Owned,IA,24.6,9.0,0,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.57,0.08
BROOKLYN MUNICIPAL GAS CO,1792,Municipal Owned,IA,11.0,49.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
BRIGHTON MUNICIPAL GAS SYSTEM,1752,Municipal Owned,IA,10.2,55.0,10,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.2,0.0
"BLOOMFIELD MUNICIPAL GAS, CITY OF",1536,Municipal Owned,IA,37.489,42.0,4,0.0,0.0,0.0,0.0,0.322,30.25,2.439,3.216,1.051,0.211,0.0
BEDFORD NATURAL GAS SYSTEM,1232,Municipal Owned,IA,28.0,56.0,28,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
HARTLEY MUNICIPAL UTILITIES,986,Municipal Owned,IA,14.0,58.0,20,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"FAIRBANK, CITY OF",860,Municipal Owned,IA,11.301,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.364,0.837,0.0
ALLERTON GAS CO,315,Investor Owned,IA,6.165,54.0,6,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.165,0.0
