,Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Main Miles Built Pre-1940,Main Miles Built 1940-49,Main Miles Built 1950-59,Main Miles Built 1960-69,Main Miles Built 1970-79,Main Miles Built 1980-89,Main Miles Built 1990-99,Main Miles Built 2000-09,Main Miles Built 2010-19,Main Miles Built 2020-29
21,THEBES MUNICIPAL GAS CO,19350,Municipal Owned,IL,10.0,55.0,9,0.0,0.0,0.0,0.0,9.987,0.0,0.0,0.0,0.0,0.0,0.013
22,"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",19070,Municipal Owned,IL,32.0,42.0,3,0.0,0.0,0.0,0.0,0.0,25.546,4.0,2.0,0.0,0.454,0.0
23,"SULLIVAN GAS DEPT, CITY OF",18704,Municipal Owned,IL,52.45,55.0,37,0.0,0.0,0.0,26.5,9.1,10.0,2.3,2.1,2.25,0.2,0.0
24,"STONINGTON, VILLAGE OF",18656,Municipal Owned,IL,14.5,45.0,8,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0,1.5,0.0
25,Rock Energy Cooperative,18400,Cooperative,IL,181.681,27.0,21,0.0,0.0,0.0,10.507,8.964,16.409,19.596,66.328,32.74,25.466,1.652
26,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF",18332,Municipal Owned,IL,9.0,52.0,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
27,SHAWNEETOWN MUNICIPAL GAS SYSTEM,18248,Municipal Owned,IL,17.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
28,"SALEM, CITY OF",18088,Municipal Owned,IL,77.898,31.0,10,0.0,0.0,0.0,9.149,1.825,0.0,26.396,24.0,5.0,10.445,1.083
29,ROSSVILLE MUNICIPAL GAS SYSTEM,17690,Municipal Owned,IL,9.0,54.0,5,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
30,"ROODHOUSE ILLINOIS, CITY OF",17670,Municipal Owned,IL,21.999,56.0,14,0.0,0.0,0.0,14.872,0.0,0.0,7.0,0.0,0.0,0.127,0.0
31,VILLAGE OF RIVERTON,17510,Municipal Owned,IL,28.698,41.0,12,0.0,0.0,0.0,12.89,0.0,0.0,3.0,7.0,2.0,3.136,0.672
32,"RED BUD UTILITIES, CITY OF",17160,Municipal Owned,IL,47.0,46.0,27,0.0,0.0,0.0,0.0,26.0,11.0,0.0,8.0,1.0,1.0,0.0
33,"PLEASANT HILL GAS SYSTEM, VILLAGE OF",15700,Municipal Owned,IL,11.208,57.0,8,0.0,0.0,0.0,8.0,0.0,1.792,0.0,1.0,0.0,0.416,0.0
34,PITTSFIELD MUNICIPAL GAS UTILITY,15630,Municipal Owned,IL,55.097,57.0,43,0.0,0.0,0.0,43.631,0.0,0.0,4.0,3.0,3.0,1.287,0.179
35,"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF",15567,Municipal Owned,IL,36.237,48.0,24,0.0,0.0,0.0,0.0,24.0,4.0,2.0,6.0,0.0,0.237,0.0
36,PEOPLES GAS LIGHT & COKE CO,15329,Investor Owned,IL,4620.315,38.0,786,0.0,756.457,138.004,252.91,214.097,288.312,569.789,573.338,605.711,1126.681,95.009
37,"PAWNEE GAS SYSTEM, VILLAGE OF",15168,Municipal Owned,IL,22.045,49.0,11,0.0,0.0,0.0,11.876,0.0,0.0,5.0,4.0,1.0,0.044,0.125
38,NORTHERN ILLINOIS GAS CO,13710,Investor Owned,IL,33393.45,38.0,12587,0.0,172.32,304.47,3890.62,7364.26,4822.61,4208.09,4307.5,5604.08,2248.54,470.96
39,NORTH SHORE GAS CO,13660,Investor Owned,IL,2308.256,39.0,809,0.0,30.989,20.476,204.523,509.503,366.625,314.882,446.571,219.395,192.568,2.716
40,"NORRIS CITY GAS SYSTEM, VILLAGE OF",13530,Municipal Owned,IL,17.5,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.5,0.0,0.0,0.0
41,"NEW HARMONY GAS DEPT, TOWN OF",13280,Municipal Owned,IL,1.5,56.0,1,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
42,"NEW BOSTON GAS DEPT, CITY OF",13250,Municipal Owned,IL,7.0,53.0,6,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
43,"NASHVILLE, CITY OF",13030,Municipal Owned,IL,31.484,50.0,18,0.0,0.0,0.0,15.892,2.0,3.0,6.0,2.0,1.0,1.567,0.025
44,MT CARMEL PUBLIC UTILITY CO,12858,Investor Owned,IL,111.29,44.0,54,0.0,0.0,0.0,1.241,48.439,31.967,11.994,5.994,4.07,7.333,0.252
45,"MILFORD GAS SYSTEMS, VILLAGE OF",12510,Municipal Owned,IL,25.124,49.0,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.5,1.5,0.0,0.0
46,"MCLEANSBORO GAS SYSTEM, CITY OF",12294,Municipal Owned,IL,30.947,58.0,25,0.0,0.0,0.0,23.92,1.837,0.0,2.0,2.0,1.0,0.11,0.08
47,"MARTINSVILLE GAS DEPT, CITY OF",12216,Municipal Owned,IL,14.049,52.0,12,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.049,0.0
48,"MARSHALL GAS DEPT, CITY OF",12186,Municipal Owned,IL,79.0,40.0,36,0.0,0.0,0.0,0.0,36.0,6.0,12.0,16.0,1.0,3.0,5.0
49,"LOUISVILLE GAS SYSTEM, VILLAGE OF",11840,Municipal Owned,IL,11.449,50.0,8,0.0,0.0,0.0,0.0,8.97,0.0,2.0,0.0,0.0,0.352,0.1
50,KARNAK MUNICIPAL GAS UTILITY,10070,Municipal Owned,IL,10.3,65.0,10,0.0,0.0,0.0,9.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,JONESBORO MUNICIPAL GAS,9300,Municipal Owned,IL,16.06,55.0,12,0.0,0.0,0.0,10.0,2.0,1.0,1.0,1.0,1.0,0.06,0.0
52,ILLINOIS GAS CO,8030,Privately Owned,IL,367.92,36.0,103,16.59,0.0,0.0,3.57,96.37,21.39,86.69,98.31,24.34,18.97,1.68
53,"GREENUP, VILLAGE OF",6780,Municipal Owned,IL,37.0,54.0,36,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0
54,"GRAYVILLE GAS DEPT, CITY OF",6640,Municipal Owned,IL,23.62,52.0,18,0.0,0.0,0.0,5.0,13.0,3.0,0.0,1.0,0.0,1.46,0.16
55,"GRAND TOWER MUNICIPAL GAS SYSTEM, VILLAGE OF",6550,Municipal Owned,IL,5.0,54.0,4,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
56,"GEFF MUNICIPAL GAS UTILITY, VILLAGE OF",6280,Municipal Owned,IL,10.943,55.0,10,0.0,0.0,0.0,0.0,10.926,0.0,0.0,0.0,0.0,0.017,0.0
57,"FRANKLIN GAS DEPT, CITY OF",5550,Municipal Owned,IL,9.0,50.0,5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0
58,"FLORA MUNICIPAL GAS UTILITY, CITY OF",5280,Municipal Owned,IL,51.055,37.0,11,0.0,0.0,0.0,4.0,7.659,0.0,27.605,4.924,4.0,2.787,0.08
59,FLAT ROCK GAS DEPT,5220,Municipal Owned,IL,13.899,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.44,0.0,0.0,0.426,0.033
60,"FINDLAY GAS UTILITIES, VILLAGE OF",5170,Municipal Owned,IL,24.0,42.0,11,0.0,0.0,0.0,0.0,11.0,0.0,6.0,7.0,0.0,0.0,0.0
61,FAIRFIELD MUNICIPAL GAS UTILITY,5030,Municipal Owned,IL,58.05,48.0,17,26.0,0.0,0.0,11.0,6.0,3.0,5.0,5.0,2.0,0.0,0.05
62,"EQUALITY, VILLAGE OF",4507,Municipal Owned,IL,10.0,41.0,1,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0
63,"ENFIELD GAS DEPT, VILLAGE OF",4470,Municipal Owned,IL,15.0,44.0,1,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0
64,EDINBURG GAS SYSTEM,4240,Municipal Owned,IL,8.76,60.0,7,0.0,0.0,0.0,7.56,0.0,0.0,0.76,0.0,0.0,0.44,0.0
65,"DUPO GAS SYSTEM, VILLAGE OF",3630,Municipal Owned,IL,23.72,38.0,7,0.0,0.0,0.0,3.549,4.0,3.0,3.976,4.0,5.0,0.195,0.15
66,"DIVERNON GAS DEPT, VILLAGE OF",3420,Municipal Owned,IL,24.0,53.0,21,0.0,0.0,9.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0
67,DAHLGREN GAS SYSTEM,3060,Municipal Owned,IL,12.0,38.0,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0
68,"CROSSVILLE GAS SYSTEM, VILLAGE OF",2888,Municipal Owned,IL,14.68,64.0,13,0.0,0.0,0.0,13.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69,CONSUMERS GAS CO,2728,Investor Owned,IL,222.63,36.0,45,0.0,0.0,0.0,0.0,33.17,82.39,32.94,29.82,15.94,25.79,2.58
70,COBDEN MUNICIPAL GAS SYSTEM,2532,Municipal Owned,IL,14.0,55.0,13,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
71,VILLAGE OF CLAY CITY,2468,Municipal Owned,IL,21.0,52.0,18,0.0,0.0,0.0,0.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0
72,"CISNE GAS DEPT, VILLAGE OF",2372,Municipal Owned,IL,11.0,56.0,11,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"CHESTER GAS DEPT, CITY OF",2316,Municipal Owned,IL,65.637,55.0,44,0.0,0.0,0.0,40.491,2.0,15.0,1.0,3.0,3.0,0.976,0.0
74,CASEY MUNICIPAL GAS SYSTEM,2132,Municipal Owned,IL,46.0,51.0,38,0.0,0.0,0.0,0.0,38.0,2.0,1.0,2.0,2.0,1.0,0.0
75,CAIRO PUBLIC UTILITIES SYSTEM,2016,Municipal Owned,IL,136.75,60.0,120,0.0,0.0,0.0,120.25,0.0,0.0,0.0,15.0,0.0,1.5,0.0
76,BUSHNELL MUNICIPAL GAS UTILITY,1944,Municipal Owned,IL,59.0,48.0,42,0.0,0.0,0.0,0.0,42.862,0.0,13.0,0.0,0.0,3.138,0.0
77,BLUFORD MUNICIPAL GAS SYSTEM,1568,Municipal Owned,IL,36.0,38.0,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,12.0,1.0,0.0
78,BETHANY MUNICIPAL GAS SYSTEM,1392,Municipal Owned,IL,12.0,55.0,11,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
79,BELLE RIVE GAS CO,1256,Municipal Owned,IL,17.0,54.0,16,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
80,"AUBURN GAS DEPT, CITY OF",855,Municipal Owned,IL,33.96,41.0,13,0.0,0.0,0.0,2.0,10.0,7.0,6.0,6.0,2.0,0.57,0.39
81,ANNA MUNICIPAL GAS CO,522,Municipal Owned,IL,38.82,43.0,14,0.0,0.0,0.0,14.0,0.0,0.0,17.0,5.0,2.0,0.82,0.0
82,"ALEDO GAS DEPT, CITY OF",252,Municipal Owned,IL,33.745,55.0,25,0.0,0.0,0.0,22.783,3.0,1.0,2.0,2.0,1.0,1.392,0.57
