,Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Main Miles Built Pre-1940,Main Miles Built 1940-49,Main Miles Built 1950-59,Main Miles Built 1960-69,Main Miles Built 1970-79,Main Miles Built 1980-89,Main Miles Built 1990-99,Main Miles Built 2000-09,Main Miles Built 2010-19,Main Miles Built 2020-29
20,GROVE MUNICIPAL SERVICES AUTHORITY,30563,Municipal Owned,OK,164.865,36.0,76,0.0,0.0,0.0,0.0,76.135,0.027,2.194,34.104,40.11,12.295,0.0
21,FAIRLAND GAS CO,30527,Municipal Owned,OK,15.25,43.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.25,0.0
22,OILTON PUBLIC WORKS AUTHORITY,30526,Municipal Owned,OK,10.0,37.0,0,0.0,0.0,0.0,0.0,0.5,0.0,9.5,0.0,0.0,0.0,0.0
23,AFTON PUBLIC WORKS AUTHORITY (APWA),30507,Municipal Owned,OK,24.3,55.0,24,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.3,0.0,0.0
24,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",26330,Investor Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,YALE WATER & SEWER TRUST,24010,Municipal Owned,OK,23.0,30.0,5,0.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,6.0,0.0,0.0
26,"WILLOW GAS DEPT, TOWN OF",22665,Municipal Owned,OK,5.5,32.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
27,WEST TEXAS GAS INC,22435,Investor Owned,OK,1058.799,45.0,608,0.281,55.157,8.049,0.0,580.42,80.399,48.648,137.639,41.208,94.377,12.62
28,WANN PUBLIC WORKS AUTH,22140,Municipal Owned,OK,2.5,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
29,WAKITA UTILITIES AUTH,22042,Municipal Owned,OK,7.0,46.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
30,VICI PUBLIC WORKS AUTH,21210,Municipal Owned,OK,9.0,53.0,8,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
31,TUTTLE PUBLIC WORKS AUTH,19770,Municipal Owned,OK,67.0,27.0,19,0.0,0.0,0.0,0.0,19.0,2.0,4.0,4.0,25.0,10.0,3.0
32,"TALOGA, TOWN OF",19060,Municipal Owned,OK,6.55,46.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.25,0.25,0.0
33,SPERRY UTILITY SERVICES AUTH,18578,Municipal Owned,OK,18.8,25.0,0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
34,SLICK PUBLIC WORKS AUTH,18360,Municipal Owned,OK,12.0,0.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,SEILING PUBLIC WORKS AUTH,18172,Municipal Owned,OK,24.0,50.0,21,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,2.0
36,RIPLEY PUBLIC WORKS AUTH,17475,Municipal Owned,OK,6.0,42.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
37,RED BIRD GAS AUTH,17140,Municipal Owned,OK,7.0,56.0,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
38,RAMONA PUBLIC WORKS,17060,Municipal Owned,OK,28.0,42.0,15,0.0,0.0,0.0,0.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0
39,PRYOR MUNICIPAL UTILITY BOARD,15910,Municipal Owned,OK,94.0,32.0,4,0.0,0.0,0.0,0.0,0.0,30.0,26.0,21.0,10.0,4.0,3.0
40,ORLANDO PUBLIC WORKS AUTH,14355,Municipal Owned,OK,4.0,56.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",14210,Investor Owned,OK,18367.12,37.0,5227,0.0,453.69,271.15,1773.95,2492.91,2788.89,2640.76,3414.21,2484.4,2000.16,47.0
42,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,13630,Municipal Owned,OK,696.54,32.0,147,0.0,0.0,0.0,0.0,132.0,100.0,105.0,149.0,166.22,45.31,0.12
43,MINCO GAS AUTH,12546,Municipal Owned,OK,33.67,35.0,12,0.0,0.0,0.0,0.0,12.25,2.79,3.0,6.0,5.25,4.38,0.0
44,"MANNFORD MUNICIPAL SYSTEM, TOWN OF",12096,Municipal Owned,OK,57.225,34.0,13,0.0,0.0,0.0,7.0,5.0,6.75,7.0,23.0,4.0,4.475,0.0
45,"KIEFER, CITY OF",10251,Municipal Owned,OK,12.88,5.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
46,KEYES MUNICIPAL GAS & WATER SYSTEM,10240,Municipal Owned,OK,9.0,64.0,8,0.0,0.0,0.0,8.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0
47,KAW CITY MUNICIPAL GAS DEPT,10100,Municipal Owned,OK,11.7,39.0,0,0.0,0.0,0.0,0.0,0.0,5.0,6.1,0.3,0.3,0.0,0.0
48,JONES CITY MUNICIPAL GAS SYSTEM,9290,Municipal Owned,OK,27.0,42.0,2,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0
49,JAY UTILITIES AUTH,9170,Municipal Owned,OK,48.268,50.0,43,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,5.268,0.0
50,HULBERT PUBLIC WORKS AUTH,7637,Municipal Owned,OK,164.4,44.0,21,0.0,0.0,0.0,0.0,0.0,146.0,14.0,2.0,1.0,1.4,0.0
51,HASKELL PUBLIC WORKS AUTH,7130,Municipal Owned,OK,33.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0
52,"HARDESTY MUNICIPAL SYSTEM, TOWN OF",7065,Municipal Owned,OK,6.0,27.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
53,GUYMON MUNICIPAL GAS CO,6960,Municipal Owned,OK,74.759,33.0,7,34.858,0.0,0.0,0.0,6.3,8.775,11.06,3.3,4.12,5.73,0.599
54,"GRANITE, TOWN OF",6570,Municipal Owned,OK,17.0,39.0,1,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0
55,GEARY UTILITIES AUTH,6270,Municipal Owned,OK,20.29,32.0,10,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.0,0.0,9.5,0.0
56,FREEDOM MUNICIPAL TRUST AUTHORITY,5600,Municipal Owned,OK,8.63,49.0,7,0.0,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,1.16,0.0
57,FAIRFAX PUBLIC WORKS AUTHORITY,5020,Municipal Owned,OK,17.25,46.0,2,0.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0
58,EAST CENTRAL OKLAHOMA GAS AUTH,4040,Municipal Owned,OK,36.79,49.0,25,0.7,0.0,0.0,0.0,25.2,0.0,10.89,0.0,0.0,0.0,0.0
59,DRUMRIGHT GAS AUTH,3550,Municipal Owned,OK,62.0,25.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,1.0,0.0
60,"COVINGTON GAS DEPT, TOWN OF",2856,Municipal Owned,OK,6.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
61,CORN GAS DEPT,2792,Municipal Owned,OK,7.5,48.0,4,0.0,0.0,0.0,0.0,4.0,1.0,2.5,0.0,0.0,0.0,0.0
62,COPAN GAS CO,2776,Municipal Owned,OK,12.5,6.0,0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
63,CLEVELAND GAS DEPT,2492,Municipal Owned,OK,39.0,0.0,0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,CHOUTEAU PUBLIC WORKS AUTH,2356,Municipal Owned,OK,25.0,46.0,3,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
65,CHELSEA GAS AUTH,2292,Municipal Owned,OK,201.2,34.0,62,0.0,0.0,0.0,0.0,60.0,19.7,4.0,87.0,13.6,14.9,2.0
66,CASHION MUNICIPAL GAS SYSTEM,2136,Municipal Owned,OK,8.757,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.727,0.03
67,"BURLINGTON GAS SYSTEM , CITY OF",1920,Municipal Owned,OK,5.0,6.0,0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0
68,BURBANK PUBLIC WORKS AUTHORITY,1888,Municipal Owned,OK,3.2,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0
69,"BILLINGS GAS CO, TOWN OF",1448,Municipal Owned,OK,10.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
70,AVANT UTILITIES AUTH,933,Municipal Owned,OK,20.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
71,KEYSTONE RURAL GAS DISTRICT #1,895,Municipal Owned,OK,72.199,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.0,3.2,0.0
72,ARKANSAS OKLAHOMA GAS CORP,621,Investor Owned,OK,754.17,31.0,119,103.31,6.87,18.71,14.24,57.11,70.73,129.8,179.87,71.22,91.19,11.11
73,CENTERPOINT ENERGY RESOURCES CORP.,603,Investor Owned,OK,2765.898,33.0,374,965.998,0.384,2.303,21.24,295.44,356.226,375.583,255.09,222.837,258.566,12.231
74,AMARILLO NATURAL GAS INC,383,Privately Owned,OK,12.25,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,2.38,0.0,0.0
