Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",31159,Investor Owned,OK,36008,0,675,359,955,3946,3624,5547,6918,9243,4579,162
DCP MIDSTREAM,31130,Privately Owned,OK,163,163,0,0,0,0,0,0,0,0,0,0
"ONEOK FIELD SERVICES COMPANY, L.L.C.",30629,Investor Owned,OK,1,1,0,0,0,0,0,0,0,0,0,0
ENERFIN RESOURCES I LIMITED PARTNERSHIP,30588,Privately Owned,OK,8,0,0,0,0,0,8,0,0,0,0,0
GROVE MUNICIPAL SERVICES AUTHORITY,30563,Municipal Owned,OK,4647,0,0,0,0,2028,48,572,766,756,443,34
FAIRLAND GAS CO,30527,Municipal Owned,OK,492,0,0,0,0,475,0,0,15,0,2,0
OILTON PUBLIC WORKS AUTHORITY,30526,Municipal Owned,OK,486,0,0,0,0,5,0,480,0,0,1,0
AFTON PUBLIC WORKS AUTHORITY (APWA),30507,Municipal Owned,OK,512,0,0,0,0,490,0,0,10,12,0,0
"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",26330,Investor Owned,OK,13,0,0,0,0,13,0,0,0,0,0,0
YALE WATER & SEWER TRUST,24010,Municipal Owned,OK,650,500,0,0,0,0,50,50,0,50,0,0
"WILLOW GAS DEPT, TOWN OF",22665,Municipal Owned,OK,107,0,0,0,0,5,0,0,102,0,0,0
WEST TEXAS GAS INC,22435,Investor Owned,OK,5294,0,2211,234,0,1702,154,143,230,166,409,45
WANN PUBLIC WORKS AUTH,22140,Municipal Owned,OK,75,0,0,0,0,0,0,75,0,0,0,0
WAKITA UTILITIES AUTH,22042,Municipal Owned,OK,149,0,0,0,0,0,148,0,0,0,1,0
VICI PUBLIC WORKS AUTH,21210,Municipal Owned,OK,428,0,0,0,0,370,0,39,10,4,5,0
TUTTLE PUBLIC WORKS AUTH,19770,Municipal Owned,OK,1473,0,0,0,0,335,319,83,187,378,123,48
"TALOGA, TOWN OF",19060,Municipal Owned,OK,196,0,0,0,0,184,0,0,0,10,2,0
SPERRY UTILITY SERVICES AUTH,18578,Municipal Owned,OK,460,374,0,0,0,0,0,21,38,20,5,2
SLICK PUBLIC WORKS AUTH,18360,Municipal Owned,OK,53,53,0,0,0,0,0,0,0,0,0,0
SEILING PUBLIC WORKS AUTH,18172,Municipal Owned,OK,545,0,0,0,0,499,0,0,10,7,28,1
RIPLEY PUBLIC WORKS AUTH,17475,Municipal Owned,OK,185,0,0,0,0,0,174,11,0,0,0,0
RED BIRD GAS AUTH,17140,Municipal Owned,OK,88,0,0,0,0,88,0,0,0,0,0,0
RAMONA PUBLIC WORKS,17060,Municipal Owned,OK,291,0,0,0,0,255,0,0,36,0,0,0
PRYOR MUNICIPAL UTILITY BOARD,15910,Municipal Owned,OK,4300,0,0,0,0,0,1498,1269,956,477,61,39
ORLANDO PUBLIC WORKS AUTH,14355,Municipal Owned,OK,68,0,0,0,0,67,0,0,0,0,1,0
"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",14210,Investor Owned,OK,1006930,0,22011,9746,51260,69489,85711,148732,211998,228921,165165,13897
NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,13630,Municipal Owned,OK,14582,0,0,0,0,3000,4000,3400,1858,1980,241,103
MINCO GAS AUTH,12546,Municipal Owned,OK,684,0,0,0,0,636,0,0,0,31,14,3
"MANNFORD MUNICIPAL SYSTEM, TOWN OF",12096,Municipal Owned,OK,1325,0,0,0,18,199,368,187,190,51,175,137
"KIEFER, CITY OF",10251,Municipal Owned,OK,534,364,0,0,0,0,0,0,0,0,170,0
KEYES MUNICIPAL GAS & WATER SYSTEM,10240,Municipal Owned,OK,324,0,0,0,298,0,0,14,1,11,0,0
KAW CITY MUNICIPAL GAS DEPT,10100,Municipal Owned,OK,277,0,0,0,0,0,154,82,20,16,3,2
JONES CITY MUNICIPAL GAS SYSTEM,9290,Municipal Owned,OK,731,0,0,0,0,58,567,0,0,29,63,14
JAY UTILITIES AUTH,9170,Municipal Owned,OK,1072,0,0,0,0,621,200,77,104,64,6,0
HULBERT PUBLIC WORKS AUTH,7637,Municipal Owned,OK,1724,0,0,0,0,0,1156,265,142,65,81,15
HASKELL PUBLIC WORKS AUTH,7130,Municipal Owned,OK,1083,0,0,0,0,0,0,0,0,0,1033,50
"HARDESTY MUNICIPAL SYSTEM, TOWN OF",7065,Municipal Owned,OK,150,0,0,0,0,0,5,0,98,45,2,0
GUYMON MUNICIPAL GAS CO,6960,Municipal Owned,OK,4251,3323,0,0,0,0,0,265,244,203,214,2
"GRANITE, TOWN OF",6570,Municipal Owned,OK,576,0,0,0,0,0,539,34,0,0,3,0
GEARY UTILITIES AUTH,6270,Municipal Owned,OK,694,0,0,0,0,53,340,18,3,3,277,0
FREEDOM MUNICIPAL TRUST AUTHORITY,5600,Municipal Owned,OK,153,40,0,0,20,0,7,0,0,0,86,0
FAIRFAX PUBLIC WORKS AUTHORITY,5020,Municipal Owned,OK,981,0,0,0,0,0,981,0,0,0,0,0
EAST CENTRAL OKLAHOMA GAS AUTH,4040,Municipal Owned,OK,552,0,0,0,0,469,0,57,0,0,23,3
DRUMRIGHT GAS AUTH,3550,Municipal Owned,OK,1110,0,0,0,0,0,0,0,1110,0,0,0
"COVINGTON GAS DEPT, TOWN OF",2856,Municipal Owned,OK,327,76,0,0,0,0,0,245,0,4,2,0
CORN GAS DEPT,2792,Municipal Owned,OK,217,0,0,0,0,135,60,19,0,2,1,0
COPAN GAS CO,2776,Municipal Owned,OK,352,352,0,0,0,0,0,0,0,0,0,0
CLEVELAND GAS DEPT,2492,Municipal Owned,OK,1674,1674,0,0,0,0,0,0,0,0,0,0
CHOUTEAU PUBLIC WORKS AUTH,2356,Municipal Owned,OK,825,0,0,0,0,0,825,0,0,0,0,0
CHELSEA GAS AUTH,2292,Municipal Owned,OK,2606,0,0,0,0,602,265,95,1069,357,198,20
CASHION MUNICIPAL GAS SYSTEM,2136,Municipal Owned,OK,383,330,0,0,0,0,0,0,0,0,48,5
"BURLINGTON GAS SYSTEM , CITY OF",1920,Municipal Owned,OK,106,84,0,0,0,0,0,0,0,0,22,0
BURBANK PUBLIC WORKS AUTHORITY,1888,Municipal Owned,OK,48,0,0,0,0,0,0,0,0,0,48,0
"BILLINGS GAS CO, TOWN OF",1448,Municipal Owned,OK,213,207,0,0,0,0,0,0,0,0,6,0
AVANT UTILITIES AUTH,933,Municipal Owned,OK,121,0,0,0,0,0,0,121,0,0,0,0
KEYSTONE RURAL GAS DISTRICT #1,895,Municipal Owned,OK,687,0,0,0,0,0,0,0,530,0,150,7
ARKANSAS OKLAHOMA GAS CORP,621,Investor Owned,OK,16323,0,0,0,0,851,3350,4386,3085,1953,2473,225
CENTERPOINT ENERGY RESOURCES CORP.,603,Investor Owned,OK,122361,77228,118,413,2006,4554,4027,5844,2908,10300,13928,1035
AMARILLO NATURAL GAS INC,383,Privately Owned,OK,16,0,0,0,0,0,0,0,16,0,0,0
