Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
CORIX UTILITIES (TEXAS),39719,Investor Owned,TX,41.0,48.0,30,0.0,0.0,0.0,0.0,30.0,4.0,0.0,3.0,4.0,0.0,0.0
"ASHLEY ENERGY, LLC",39712,Privately Owned,MO,3.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
CROSS PLAINS MUNICIPAL GAS COMPANY,39671,Municipal Owned,TX,16.6,0.0,0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOX RUN ASSOCIATES LLC,39644,Privately Owned,DE,1.23,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0
"FALL RIVER ENTERPRISES, INC.",39628,Investor Owned,WY,13.02,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,0.0,0.0
"METROPOLITAN PROPANE AND GAS, LTD",39622,Privately Owned,TX,5.9,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0
LAKE REGION ENERGY SERVICES INC,39611,Privately Owned,MN,68.49,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.73,8.76
UPPER MICHIGAN ENERGY RESOURCES CORP.,39602,Investor Owned,MI,102.0,36.0,32,0.0,0.0,0.0,1.0,27.0,29.0,6.0,13.0,11.0,15.0,0.0
TONKAWA MUNICIPAL AUTHORITY,39546,Municipal Owned,OK,1.22,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0
"VALLEY GAS, INC.",39515,Privately Owned,KY,12.0,43.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0
5M GAS,39423,Privately Owned,TX,26.84,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84
MISSISSIPPI NATURAL INC.,39406,Privately Owned,MS,11.0,9.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ADM FREMONT,39393,Cooperative,NE,0.151,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0
UPPER SAND MOUNTAIN GAS DISTRICT,39315,Municipal Owned,AL,76.141,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.656,0.485
COMMUNITY CO-OPS OF LAKE PARK,39314,Cooperative,MN,71.667,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.867,13.67
VILLAGE OF HAMILTON MUNICIPAL GAS UTILITY,39261,Municipal Owned,NY,15.4,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.3
"ICONO-SUMMER  CHASE APARTMENT,L.P",39226,Privately Owned,DE,1.27,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0
VERMILLION RISE MEGA PARK,39222,Municipal Owned,IN,3.62,32.0,0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,1.92,0.0,0.25,0.0
LEATHERSTOCKING GAS COMPANY,39218,Privately Owned,PA,17.92,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92,0.0
"LEATHERSTOCKING PIPELINE, LLC",39217,Privately Owned,PA,0.128,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0
BATTLE LAKE NATURAL GAS,39199,Municipal Owned,MN,28.1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.21
DOOLEY'S NATURAL GAS II LLC,39198,Privately Owned,MN,105.87,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.87,0.0
"QCCP INDUSTRIAL PARK UTILITIES, LLC",39170,Privately Owned,IA,0.849,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849,0.0,0.0
UNITED NATURAL GAS-NW GAS CONTRACTED,39168,Cooperative,MN,25.11,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11,0.0
MIDDLETON GAS DEPT.,39121,Municipal Owned,TN,16.73,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,0.0
SANDPIPER ENERGY,39102,Investor Owned,MD,32.425,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.914,5.967,2.544,0.0
SANDPIPER ENERGY,39102,Investor Owned,MD,287.988,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,174.532,84.152,28.789,0.479
"SUMMIT NATURAL GAS OF MAINE, INC.",39066,Investor Owned,ME,223.02,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,11.0
CITY OF CONCORDIA,39044,Municipal Owned,KS,3.43,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0
BROWNTON MUNICIPAL NATURAL GAS,39008,Municipal Owned,MN,7.02,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0
LIBERTY ENERGY (GEORGIA) CORP D/B/A LIBERTY UTILITIES GEORGIA,38967,Investor Owned,GA,1270.01,36.0,352,14.67,18.62,0.0,102.43,223.59,174.85,197.72,178.92,256.81,94.0,8.41
AUSTIN POWDER COMPANY,38953,Privately Owned,OH,3.64,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0
SOUTHEAST UTILITIES LLC,38940,Privately Owned,MS,23.0,56.0,22,0.0,0.0,8.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0
IRVINGTON GAS,38939,Privately Owned,KY,15.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
COOPERATIVE DISTRICT FOR NORTHEAST ALABAMA GAS,38918,Cooperative,AL,12.4,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0
LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,MO,2051.71,47.0,1206,27.76,0.162,8.235,470.776,688.245,204.361,156.889,316.512,82.657,75.33,20.784
LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,IL,711.248,43.0,352,19.595,0.0,9.537,60.043,260.865,85.91,98.746,96.559,30.998,47.141,1.855
LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,IA,111.248,40.0,30,0.0,0.0,0.0,6.975,18.922,31.999,18.0,29.0,4.0,2.09,0.263
KEESLER AIR FORCE BASE,38011,Municipal Owned,MS,48.73,27.0,24,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.68,19.13,16.92,0.0
PETROLEUM EQUIPMENT TA (FOR POORES PROPANE LP SYSTEMS),37276,Privately Owned,MD,6.12,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.42,0.0
PETROLEUM EQUIPMENT TA (FOR POORES PROPANE LP SYSTEMS),37276,Privately Owned,DE,51.47,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,25.1,7.77
"DEEP CREEK MOUNTAIN UTILITIES, LLC",37083,Cooperative,MD,17.34,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.003,3.137,3.2
CRISFIELD HOUSING AUTHORITY,37066,Privately Owned,MD,0.9,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
"CONSOLIDATED GAS COOPERATIVE, INC.",36724,Cooperative,OH,6.14,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,1.41,0.79
"BLUE FLAME GAS COMPANY, INC.",35768,Privately Owned,VT,8.52,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,3.78,0.09,0.0
"Dooley’s Natural Gas, LLC",32687,Privately Owned,MN,97.67,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.67,0.0
"HGA, LLC",32686,Cooperative,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PENN VALLEY GAS INC,32660,Privately Owned,PA,13.53,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.53
SLEEPY HOLLOW OIL AND GAS,32651,Privately Owned,MT,79.7,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3,0.4
NAVITAS UTILITY COPORATION,32647,Privately Owned,TX,5.1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
NAVITAS UTILITY COPORATION,32647,Privately Owned,TN,24.69,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,10.19,0.0,0.0,0.0
NAVITAS UTILITY COPORATION,32647,Privately Owned,OK,987.35,41.0,278,0.0,0.0,0.0,0.0,208.75,467.26,173.615,9.035,67.368,58.212,3.11
NAVITAS UTILITY COPORATION,32647,Privately Owned,KY,33.971,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.971,0.0,9.0,0.0
"TALL OAK MID-CON, LLC",32636,Privately Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATURAL ENERGY UTILITY CORPORATION,32622,Investor Owned,KY,185.51,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,84.31,41.0,18.9,38.78,2.37
CITY OF MARFA,32621,Municipal Owned,TX,13.473,5.0,0,5.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.022,0.0
"ALLIANT GAS, LLC",32607,Privately Owned,TX,78.625,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.375,27.25,20.0,0.0
"KENTUCKY FRONTIER GAS,LLC",32601,Privately Owned,KY,357.1,30.0,15,0.0,0.0,0.0,0.0,15.1,5.8,192.0,84.0,40.7,18.4,1.1
OAKWOOD MUNICIPAL GAS,32594,Municipal Owned,OH,13.738,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.288,0.45
"CENTER ETHANOL COMPANY, LLC",32563,Privately Owned,IL,0.9,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
CITY OF JACKSONVILLE BEACH D/B/A BEACHES ENERGY SERVICES,32555,Municipal Owned,FL,36.843,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.844
NEWTON COUNTY LANDFILL PARTNERSHIP,32553,Privately Owned,IN,0.646,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,0.0,0.0
WEST LIBERTY GAS SERVICE,32519,Municipal Owned,KY,23.954,32.0,0,0.0,0.0,0.0,0.0,0.0,3.048,12.477,7.23,0.03,0.96,0.011
AMEREN ILLINOIS COMPANY,32513,Investor Owned,IL,17325.97,40.0,7835,0.0,34.9,38.0,757.7,6694.0,2051.5,2227.0,2707.7,1671.3,1043.7,100.3
AGRITEXGAS L P,32500,Investor Owned,TX,3320.37,42.0,1917,0.0,0.0,0.0,0.0,1802.37,766.32,16.0,0.0,0.0,735.68,0.0
CITY OF ALTON,32480,Municipal Owned,IA,15.141,39.0,7,0.0,0.0,0.0,5.906,1.384,0.248,0.234,2.576,1.977,2.816,0.0
MAGNOLIA NATURAL GAS LLC,32470,Privately Owned,LA,14.511,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,8.761,0.0
CITY OF MAPLETON,32468,Municipal Owned,IA,9.2,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.202,0.0,0.0,0.0
PENINSULA PIPELINE COMPANY,32462,Investor Owned,FL,98.23,10.0,7,0.0,0.0,0.0,0.0,7.196,0.0,0.0,0.0,8.37,76.169,6.495
"GLENWOOD ENERGY OF OXFORD, INC.",32397,Privately Owned,OH,84.0,40.0,45,0.0,0.0,0.0,0.0,45.0,2.0,2.0,19.0,9.0,7.0,0.0
WESTFIELD GAS AND ELECTRIC CO-OPERATIVE,32392,Cooperative,MA,2.2,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
"JPC ENERGY, LLC",32387,Investor Owned,LA,62.7,44.0,32,0.0,0.0,0.0,0.0,30.8,10.3,3.2,18.4,0.0,0.0,0.0
"COBRA PIPELINE COMPANY, LTD.",32379,Privately Owned,OH,98.207,39.0,20,0.0,2.162,0.002,9.436,10.619,2.688,63.677,0.16,0.05,9.413,0.0
"GAS ENERGY, LLC",32371,Investor Owned,TX,123.41,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.568,88.884,12.958
MID-CONTINENT MARKET CENTER,32363,Investor Owned,KS,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARPGAS INC DBA SHARP ENERGY,32347,Investor Owned,PA,4.34,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.14,0.05
SHARPGAS INC DBA SHARP ENERGY,32347,Investor Owned,MD,20.98,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.63,14.51,0.0
SHARPGAS INC DBA SHARP ENERGY,32347,Investor Owned,DE,115.74,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,45.75,57.6,3.73
MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION,32336,Municipal Owned,MO,0.32,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
"CONSUMERS GAS COMPANY, INC.",32332,Investor Owned,TX,19.49,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,12.44,0.0
"KEYSTONE COOPERATIVE ASSOCIATION, INC.",32324,Cooperative,PA,57.4,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,14.83,1.07
TEXAS STATE NATURAL GAS,32322,Privately Owned,TX,94.517,15.0,0,46.09,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.4,21.863,0.164
"GREATER MINNESOTA TRANSMISSION, LLC",32315,Investor Owned,MN,262.992,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.542,17.45
ABACO ENERGY SERVICES LLC,32313,Privately Owned,MT,3.986,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.36,0.426,0.0
VOLUNTEER ENERGY COOPERATIVE,32307,Cooperative,TN,15.5,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,0.0
DIRECT PROPANE SERVICES,32291,Privately Owned,TX,50.949,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,41.4,4.0
JO-CARROLL ENERGY,32282,Cooperative,IL,206.65,39.0,96,51.665,0.0,0.0,0.0,96.0,0.0,8.0,1.0,20.0,25.65,4.335
JO-CARROLL ENERGY,32282,Cooperative,IA,2.0,51.0,1,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.2,0.0
RATON NATURAL GAS COMPANY,32235,Investor Owned,NM,66.0,39.0,32,0.0,0.0,0.0,0.0,32.0,3.0,4.0,9.0,16.0,2.0,0.0
"NEA CROSS OF NY, INC.",32201,Privately Owned,NY,63.7,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9,8.8,0.0,0.0
MINNESOTA ENERGY RESOURCES CORPORATION,32198,Investor Owned,MN,5195.05,28.0,720,0.15,0.02,5.12,89.05,514.44,713.3,611.96,1321.11,1007.83,871.64,60.43
OAKLAND YALOBUSHA NATURAL GAS DISTRICT,32196,Municipal Owned,MS,50.916,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.916
"GRANGER ENERGY, LLC",32193,Privately Owned,IN,2.7,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0
"GRANGER ENERGY OF LAKE COUNTY, LLC",32192,Privately Owned,OH,4.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SEBASTOPOL NATURAL GAS DISTRICT,32180,Investor Owned,MS,105.76,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33,58.23,0.0
BRIGHT ENERGY,32173,Cooperative,OH,79.6,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.5,8.5,47.3,1.3
AERO ENERGY,32170,Cooperative,MD,7.98,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,5.18
AERO ENERGY,32170,Cooperative,DE,4.1,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.2,0.0
POWELL VALLEY UTILITY DISTRICT INC.,32165,Municipal Owned,TN,16.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
OHM OPERATING,32162,Privately Owned,TX,3.6,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
MARATHON PIPE LINE LLC,32147,Investor Owned,IL,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GRANGER ENERGY  OF HONEY BROOK, LLC",32136,Privately Owned,PA,12.79,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0
PATRIOTS ENERGY GROUP,32134,Municipal Owned,SC,16.97,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,6.44,6.29,4.228
CHAUTAUQUA UTILITIES INCORPORATED,32133,Privately Owned,NY,15.039,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.233,0.806,0.0
"SAR GAS, INC.",32122,Privately Owned,PA,8.0,29.0,1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
CITY OF VICTORVILLE,32119,Municipal Owned,CA,11.15,8.0,0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,7.76,0.0
"ROSS ENERGY, LLC",32092,Privately Owned,OH,2.719,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.719,0.0,0.0
"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32086,Cooperative,PA,253.31,38.0,23,115.81,20.6,4.0,9.0,5.9,7.0,14.41,26.92,23.74,23.19,2.74
"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32086,Cooperative,OH,657.16,14.0,8,0.0,0.0,0.0,0.0,6.17,18.5,31.5,52.3,305.8,178.18,64.72
"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32085,Cooperative,OH,245.86,23.0,3,0.0,0.0,0.0,0.0,3.19,0.0,81.43,59.14,50.5,46.02,5.58
"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",32084,Cooperative,OH,83.49,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.95,22.1,25.56,5.88
SUMMIT NATURAL GAS OF MISSOURI,32074,Investor Owned,MO,1120.76,15.0,0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,384.53,273.64,454.86,4.75
"TREMONT, CITY OF",32065,Municipal Owned,MS,29.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
"TEXAS COMMUNITY PROPANE, LTD.",32061,Investor Owned,TX,74.642,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.614,15.002,0.026
"NGO TRANSMISSION, INC.",32034,Cooperative,OH,53.613,36.0,12,0.0,0.0,0.609,6.107,3.441,14.475,12.339,4.727,0.838,10.07,0.98
"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",32024,Investor Owned,TX,56.848,18.0,2,16.316,0.0,0.0,1.899,0.552,1.601,0.0,11.821,6.181,18.343,0.135
"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",32024,Investor Owned,OK,0.41,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
AMERIGAS PROPANE LP,32013,Privately Owned,TX,33.61,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,31.05,0.0
AMERIGAS PROPANE LP,32013,Privately Owned,PA,3.96,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.78,0.0
AMERIGAS PROPANE LP,32013,Privately Owned,NV,1.84,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0
AMERIGAS PROPANE LP,32013,Privately Owned,MI,33.1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,27.0,0.0
AMERIGAS PROPANE LP,32013,Privately Owned,FL,45.75,30.0,6,0.0,0.0,0.0,0.0,3.5,16.7,0.0,1.53,24.02,0.0,0.0
AMERIGAS PROPANE LP,32013,Privately Owned,CA,65.9,25.0,6,2.5,0.0,0.0,0.0,5.45,7.09,4.62,8.87,34.2,3.17,0.0
"FRENCH SETTLEMENT GAS, LLC",31989,Privately Owned,LA,99.0,16.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,89.0,4.0,2.0
THE VILLAGE OF OBETZ,31985,Municipal Owned,OH,7.546,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054,3.875,1.617,0.0
"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK",31984,Municipal Owned,OK,28.93,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0
"TEXAS KANSAS OKLAHOMA GAS, LLC",31981,Privately Owned,TX,121.35,14.0,8,0.0,0.0,0.0,0.0,8.71,0.0,0.0,31.58,5.0,62.47,13.88
"TEXAS KANSAS OKLAHOMA GAS, LLC",31981,Privately Owned,OK,140.7,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,99.7,15.75
"TEXAS KANSAS OKLAHOMA GAS, LLC",31981,Privately Owned,KS,119.25,5.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.25,19.0
KAMPS PROPANE,31964,Privately Owned,CA,6.19,44.0,1,0.0,0.0,0.0,0.0,0.715,3.415,2.13,0.0,0.0,0.0,0.0
ALL AMERICAN ENERGY,31959,Cooperative,OH,70.4,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15,44.17,0.08
CITY OF VERNON,31955,Municipal Owned,CA,44.286,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.041,0.144,0.101
"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",31940,Cooperative,IN,31.4,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.0,0.0
