,Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Main Miles Built Pre-1940,Main Miles Built 1940-49,Main Miles Built 1950-59,Main Miles Built 1960-69,Main Miles Built 1970-79,Main Miles Built 1980-89,Main Miles Built 1990-99,Main Miles Built 2000-09,Main Miles Built 2010-19,Main Miles Built 2020-29
20,"FAIRFAX, CITY OF",31349,Municipal Owned,MN,33.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0
21,NORTHWEST GAS,31292,Privately Owned,MN,149.37,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,7.0,119.89,7.59
22,"TYLER, CITY OF",31222,Municipal Owned,MN,20.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
23,"BAGLEY NATURAL GAS, CITY OF",31099,Municipal Owned,MN,27.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0
24,"CLEARBROOK MUNICIPAL GAS, CITY OF",31098,Municipal Owned,MN,9.25,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.25,0.0
25,CITY OF FOSSTON MUNICIPAL GAS,31093,Municipal Owned,MN,30.95,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.38,1.58,0.0
26,CITIES OF CLARISSA AND EAGLE BEND,31071,Municipal Owned,MN,38.91,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.91,0.0
27,"MORGAN, CITY OF",31070,Municipal Owned,MN,24.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0
28,"COHASSET, CITY OF",31014,Municipal Owned,MN,89.64,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,47.07,0.57
29,GREATER MINNESOTA GAS INC.,30967,Investor Owned,MN,931.101,12.0,0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,151.9,333.607,429.484,15.12
30,"GOODHUE MUNICIPAL GAS, CITY OF",30961,Municipal Owned,MN,19.75,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,2.5,0.25
31,"RANDALL, CITY OF",30893,Municipal Owned,MN,11.04,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.7,0.0,0.0
32,"ROUND LAKE, CITY OF",30566,Municipal Owned,MN,9.4,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.4,0.0
33,"WARREN GAS DEPT, CITY OF",22168,Municipal Owned,MN,21.843,33.0,9,1.59,0.0,0.0,0.0,9.0,0.5,1.65,1.705,0.975,6.354,0.0
34,"VIRGINIA DEPT OF PUBLIC UTILITY, CITY OF",21340,Municipal Owned,MN,61.106,23.0,0,10.44,0.0,0.0,0.0,0.0,3.2,13.7,9.5,14.85,8.84,0.57
35,"STEPHEN, CITY OF",18636,Municipal Owned,MN,10.17,50.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.17,0.0
36,SHEEHAN GAS CO INC,18249,Privately Owned,MN,50.0,27.0,4,0.0,0.0,0.0,0.0,4.0,2.0,11.0,20.0,8.0,5.0,0.0
37,PERHAM MUNICIPAL GAS SYSTEM,15371,Municipal Owned,MN,196.32,19.0,0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,114.0,25.0,40.9,1.93
38,OWATONNA PUBLIC UTILITIES,14410,Municipal Owned,MN,207.221,29.0,22,2.113,0.0,0.0,1.888,16.522,26.656,28.138,76.876,36.203,14.073,5.078
39,NEW YORK MILLS MUNICIPAL GAS SYSTEM,13410,Municipal Owned,MN,17.086,41.0,9,0.0,0.0,0.0,0.0,8.962,2.0,1.0,1.0,2.8,1.324,0.0
40,NEW ULM PUBLIC UTILITIES COMMISSION,13400,Municipal Owned,MN,103.0,52.0,52,29.0,3.0,4.0,20.0,23.0,9.0,4.0,2.0,4.0,4.0,1.0
41,TWO HARBORS CITY MUNICIPAL GAS DEPT,12903,Municipal Owned,MN,33.0,32.0,2,0.0,0.0,0.0,0.0,2.0,0.0,19.0,10.0,1.0,1.0,0.0
42,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",12350,Investor Owned,MN,14219.285,29.0,2562,0.0,19.965,65.65,428.39,1767.745,1569.706,1931.246,3193.117,2923.818,2079.274,240.374
43,LAKE PARK PUBLIC UTILITIES,11128,Municipal Owned,MN,6.5,33.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.5,0.0
44,HUTCHINSON UTILITIES COMMISSION,7695,Municipal Owned,MN,107.559,18.0,0,63.094,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.45,6.504,0.511
45,HIBBING PUBLIC UTILITIES COMM,7250,Municipal Owned,MN,94.77,43.0,34,0.0,6.0,0.0,1.0,32.0,8.0,15.0,28.0,2.48,2.29,0.0
46,HAWLEY UTILITIES COMM,7180,Municipal Owned,MN,19.79,40.0,12,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0.0,5.38,1.93,0.0
47,"HALLOCK GAS DEPT, VILLAGE OF",7020,Municipal Owned,MN,8.0,46.0,5,0.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,1.0,0.0,0.0
48,GREAT PLAINS NATURAL GAS CO,6690,Investor Owned,MN,465.5,24.0,51,123.6,0.0,1.7,9.3,32.9,37.5,36.8,53.8,42.6,117.7,9.8
49,CITY OF DULUTH PUBLIC WORKS & UTILITIES,3590,Municipal Owned,MN,554.6,31.0,47,0.5,0.0,0.0,14.9,15.7,115.0,193.5,68.6,74.9,65.4,6.1
50,CIRCLE PINES UTILITY,2368,Municipal Owned,MN,62.0,26.0,14,0.0,0.0,0.0,0.0,14.0,0.0,8.0,12.0,12.0,14.0,2.0
51,AUSTIN UTILITIES,918,Municipal Owned,MN,179.069,32.0,42,0.0,0.0,3.424,8.279,24.837,15.463,24.359,50.516,35.516,15.329,1.372
52,COMMUNITY UTILITIES CO.,888,Privately Owned,MN,34.0,43.0,21,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,3.0,1.0,0.0
53,WESTBROOK PUBLIC UTILITIES,883,Municipal Owned,MN,16.2,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.2,0.0
54,ARGYLE MUNICIPAL GAS SYSTEM,585,Municipal Owned,MN,12.25,37.0,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,2.25,0.15
