Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
PORTLAND NATURAL GAS SYSTEM,15784,Municipal Owned,TN,297.0,24.0,0,28.0,0.0,0.0,0.0,0.0,6.0,77.0,107.0,39.0,40.0,0.0
"PIKEVILLE GAS SYSTEM, TOWN OF",15560,Municipal Owned,TN,67.35,34.0,26,0.0,0.0,0.0,0.0,26.0,4.0,2.0,7.0,27.0,1.35,0.0
PIEDMONT NATURAL GAS CO INC,15518,Investor Owned,TN,3548.265,15.0,26,2430.123,0.0,0.0,12.05,12.445,13.114,42.661,44.115,626.47,336.073,31.21
PARSONS NATURAL GAS SYSTEM,15140,Municipal Owned,TN,282.5,15.0,0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.64,17.86,0.0
PARIS - HENRY COUNTY PUBLIC UTIL DIST,15126,Municipal Owned,TN,631.0,28.0,139,0.0,0.0,0.0,125.0,13.0,11.0,22.0,209.0,102.0,126.0,23.0
"OBION GAS SYSTEM, TOWN OF",14040,Municipal Owned,TN,10.5,0.0,0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAK RIDGE UTIL DIST,14010,Municipal Owned,TN,480.0,31.0,116,1.0,0.0,0.0,74.0,39.0,20.0,57.0,88.0,154.0,44.0,3.0
NEWBERN GAS DEPT,13430,Municipal Owned,TN,91.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,15.0,3.5,3.5,0.0
MUNFORD GAS DEPT,12697,Municipal Owned,TN,169.78,27.0,14,0.0,0.0,0.0,9.0,5.0,1.0,19.0,91.0,39.8,4.14,0.84
MIDDLE TENNESSEE NATURAL GAS UTIL DIST,12438,Municipal Owned,TN,4247.0,26.0,442,0.0,0.0,0.0,160.0,263.0,127.0,519.0,1712.0,890.0,576.0,0.0
MEMPHIS LIGHT GAS & WATER DIVISION,12342,Municipal Owned,TN,4514.991,39.0,1506,0.0,16.38,30.64,593.54,741.9,731.24,587.59,1006.36,617.76,164.68,14.71
MAURY CITY MUNICIPAL GAS SYSTEM,12234,Municipal Owned,TN,52.0,36.0,18,0.0,0.0,0.0,0.0,18.0,0.0,0.0,33.0,0.0,1.0,0.0
MASON MUNICIPLE GAS SYSTEM,12222,Municipal Owned,TN,36.0,19.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,2.0,0.0
"MARTIN, CITY OF",12204,Municipal Owned,TN,82.46,39.0,33,0.0,0.0,0.0,21.0,12.0,1.0,3.0,38.0,4.38,2.41,0.645
MARION NATURAL GAS SYSTEM,12168,Municipal Owned,TN,71.0,53.0,49,0.0,0.0,0.0,35.0,14.0,3.0,12.0,3.0,1.0,3.0,0.0
MADISONVILLE GAS SYSTEM,12042,Municipal Owned,TN,54.08,56.0,46,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,3.28
LOUDON UTILITIES GAS DEPT,11776,Municipal Owned,TN,273.1,29.0,38,0.0,0.0,0.0,38.0,0.0,0.0,14.0,150.0,64.411,6.013,0.676
"LORETTO GAS SYSTEM, CITY OF",11752,Municipal Owned,TN,26.0,47.0,19,0.0,0.0,0.0,0.0,19.0,1.0,1.0,3.0,0.0,2.0,0.0
LOBELVILLE GAS CO,11624,Municipal Owned,TN,39.2,18.0,0,12.95,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,10.0,0.0
LIVINGSTON GAS DEPARTMENT,11600,Municipal Owned,TN,85.5,15.0,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,1.2,0.0
"LINDEN NATURAL GAS SYSTEM, TOWN OF",11520,Municipal Owned,TN,179.0,25.0,13,0.0,0.0,0.0,0.0,12.0,13.0,14.0,87.0,16.0,37.0,0.0
LEXINGTON GAS SYSTEM,11448,Municipal Owned,TN,520.0,32.0,60,0.0,0.0,0.0,37.0,21.0,18.0,166.0,201.0,61.0,15.0,1.0
LEWISBURG GAS DEPARTMENT,11416,Municipal Owned,TN,100.54,23.0,1,0.0,0.0,0.0,0.0,1.12,0.0,28.72,35.67,13.32,21.62,0.09
LENOIR CITY UTILITIES BOARD,11376,Municipal Owned,TN,205.5,39.0,61,0.0,0.0,18.0,11.0,7.0,47.0,64.0,42.0,6.0,7.5,3.0
"LEBANON GAS DEPT, CITY OF",11336,Municipal Owned,TN,292.0,29.0,53,0.0,0.0,0.0,30.0,21.0,19.0,55.0,62.0,47.0,54.0,4.0
"LAWRENCEBURG GAS DEPT, CITY OF",11296,Municipal Owned,TN,327.42,23.0,0,124.849,0.0,0.0,0.0,0.0,0.0,6.814,159.0,23.293,11.074,2.39
LAKE COUNTY UTIL DIST,11120,Municipal Owned,TN,146.0,55.0,99,0.0,0.0,0.0,72.0,21.0,42.0,5.0,4.0,0.0,2.0,0.0
"LAFAYETTE GAS & UTILITIES DEPT, CITY OF",11064,Municipal Owned,TN,91.0,21.0,0,19.0,0.0,0.0,0.0,0.0,3.0,9.0,25.0,22.0,12.0,1.0
KNOXVILLE UTILITIES BOARD,10310,Municipal Owned,TN,2517.0,24.0,118,0.0,0.0,0.0,7.0,86.0,171.0,379.0,847.0,657.0,314.0,56.0
JEFFERSON - COCKE CO UTIL DIST,9200,Municipal Owned,TN,473.0,20.0,0,165.0,0.0,0.0,0.0,0.0,0.0,37.0,147.0,54.0,65.0,5.0
JAMESTOWN GAS SYSTEM,9100,Municipal Owned,TN,172.38,30.0,36,0.0,0.0,0.0,0.0,35.0,11.0,16.0,51.0,49.07,8.31,2.0
JACKSON ENERGY AUTHORITY,9040,Municipal Owned,TN,855.61,31.0,148,0.0,28.76,14.42,45.46,66.85,48.43,102.17,243.79,189.43,109.71,6.59
HUMPHREYS COUNTY UTILITY DISTRICT,7655,Municipal Owned,TN,423.0,41.0,219,0.0,0.0,0.0,0.0,215.0,30.0,45.0,82.0,21.0,29.0,1.0
HUMBOLDT UTILITIES - GAS DEPT,7650,Municipal Owned,TN,120.0,31.0,16,56.0,0.0,0.0,0.0,16.0,4.0,3.0,25.0,6.0,9.0,1.0
HORTON HIGHWAY UTILITY DISTRICT,7365,Municipal Owned,TN,261.8,24.0,27,0.0,0.0,0.0,16.0,10.0,10.0,20.0,89.0,72.0,41.0,3.9
"HOHENWALD NATURAL GAS SYSTEM, CITY OF",7310,Municipal Owned,TN,85.0,39.0,43,0.0,0.0,0.0,0.0,41.0,17.0,0.0,3.0,9.0,13.0,2.0
HENNING GAS DEPT,7225,Municipal Owned,TN,11.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HENDERSON GAS DEPT, CITY OF",7215,Municipal Owned,TN,309.0,30.0,73,0.0,0.0,0.0,55.0,18.0,0.0,23.0,109.0,39.0,63.0,2.0
HAWKINS COUNTY UTILITY DIST,7170,Municipal Owned,TN,292.986,30.0,42,0.0,0.0,0.0,0.0,39.0,25.9,80.0,70.0,44.0,30.56,3.526
HARRIMAN UTILITIES BOARD,7090,Municipal Owned,TN,111.0,33.0,30,0.0,0.0,0.0,23.75,7.0,1.0,0.0,56.0,15.0,8.25,0.0
HARDEMAN - FAYETTE UTILITY DISTRICT,7060,Cooperative,TN,351.0,29.0,51,0.0,0.0,0.0,0.0,51.0,1.0,87.0,118.0,70.0,22.0,2.0
"HALLS GAS DEPT, TOWN OF",7025,Municipal Owned,TN,95.0,49.0,63,0.0,0.0,0.0,31.0,31.0,10.0,7.0,4.0,2.0,5.0,5.0
GREATER DICKSON GAS AUTHORITY,6716,Municipal Owned,TN,837.0,26.0,68,88.0,0.0,0.0,30.0,37.0,11.0,151.0,247.0,145.0,126.0,2.0
GIBSON COUNTY UTIL DIST,6370,Municipal Owned,TN,585.0,38.0,216,0.0,0.0,0.0,110.0,97.0,62.0,87.0,110.0,62.0,38.0,19.0
GALLATIN NATURAL GAS SYSTEM,6040,Municipal Owned,TN,406.8,32.0,103,0.0,0.0,0.0,40.0,60.0,25.0,62.0,62.0,111.0,40.7,6.1
"GALLAWAY GAS DEPT, CITY OF",6035,Municipal Owned,TN,11.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
FRIENDSHIP GAS DEPT,5640,Municipal Owned,TN,21.0,16.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,5110,Municipal Owned,TN,300.392,25.0,21,0.0,0.0,0.327,1.025,19.506,2.0,78.359,68.768,93.942,35.794,0.671
ETOWAH UTILITIES,4567,Municipal Owned,TN,110.0,32.0,27,0.0,0.0,0.0,10.0,17.0,3.0,13.0,32.0,29.0,6.0,0.0
"ENGLEWOOD GAS DEPT, TOWN OF",4480,Municipal Owned,TN,10.71,47.0,8,0.0,0.0,0.0,0.0,8.313,0.0,0.0,1.71,0.0,0.0,0.687
ELK RIVER PUBLIC UTIL DIST,4370,Cooperative,TN,781.9,20.0,4,240.39,0.0,0.0,0.588,3.882,2.281,39.27,255.125,153.926,82.612,3.828
DYERSBURG MUNICIPAL GAS DEPARTMENT,3660,Municipal Owned,TN,255.25,40.0,32,161.0,0.0,0.0,10.0,20.0,18.0,20.0,10.0,11.0,4.5,0.25
"DUNLAP GAS SYSTEM, CITY OF",3610,Municipal Owned,TN,133.4,37.0,50,0.0,0.0,0.0,0.0,50.0,1.0,18.0,46.0,16.5,1.9,0.0
CROCKETT PUBLIC UTIL DIST,2880,Municipal Owned,TN,55.0,6.0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.5,0.5
"COVINGTON GAS DEPT, CITY OF",2853,Municipal Owned,TN,81.0,51.0,18,0.0,18.0,2.0,5.0,8.0,11.0,11.0,22.0,4.0,0.0,0.0
"COOKEVILLE GAS DEPT, CITY OF",2764,Municipal Owned,TN,380.28,32.0,86,0.0,0.0,0.0,82.65,3.22,1.74,35.57,151.3,79.27,24.75,1.78
COLLINWOOD GAS DEPT,2556,Municipal Owned,TN,20.0,43.0,11,0.0,0.0,0.0,0.0,11.0,0.0,4.0,4.0,0.0,1.0,0.0
CLARKSVILLE GAS & WATER DEPT,2460,Municipal Owned,TN,865.0,28.0,139,0.0,0.0,0.0,81.0,54.0,27.0,129.0,229.0,250.0,89.0,6.0
CITIZENS GAS UTIL DIST,2412,Municipal Owned,TN,797.0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,169.0,86.0,95.0,6.0
CHATTANOOGA GAS CO,2288,Investor Owned,TN,1679.9,30.0,297,24.31,0.0,0.02,52.89,219.27,169.92,263.74,510.33,213.44,209.0,16.98
"CENTERVILLE, TOWN OF",2176,Municipal Owned,TN,162.0,26.0,0,15.0,0.0,0.0,0.0,0.0,0.0,65.0,47.0,19.0,16.0,0.0
BROWNSVILLE UTILITIES,1840,Municipal Owned,TN,245.0,34.0,36,90.0,11.5,0.58,8.0,27.0,2.0,12.3,48.0,8.62,37.0,0.0
BOLIVAR GAS DEPT,1616,Municipal Owned,TN,373.0,31.0,60,0.0,0.0,0.0,43.0,16.0,11.0,50.0,196.0,20.0,31.0,6.0
"CLIFTON GAS DEPT, CITY OF",972,Municipal Owned,TN,15.017,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.2,0.517,0.0
ATHENS UTILITIES BOARD,774,Municipal Owned,TN,442.14,31.0,93,0.0,0.0,0.0,74.0,19.0,0.0,76.0,137.0,85.0,51.0,0.0
TOWN OF ADAMSVILLE GAS DEPT,49,Municipal Owned,TN,171.116,6.0,0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.141,0.0
