Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
SAVANNAH PUBLIC UTILITY DEPT,18124,Municipal Owned,TN,7211,0,0,0,820,650,803,707,2530,1166,491,44
ROCKWOOD NATURAL GAS SYSTEM,17600,Municipal Owned,TN,3474,2934,0,0,0,0,0,0,0,324,196,20
"RIPLEY GAS DEPT, TOWN OF",17470,Municipal Owned,TN,6097,5307,0,0,0,0,0,0,0,352,423,15
"RIDGETOP NATURAL GAS DEPT, CITY OF",17400,Municipal Owned,TN,588,0,0,0,0,0,162,150,100,50,126,0
PULASKI NATURAL GAS DEPT,15966,Municipal Owned,TN,4670,0,0,0,500,633,298,647,1767,510,292,23
POWELL CLINCH UTIL DIST,15826,Municipal Owned,TN,17636,0,0,0,0,1714,1758,1335,7694,3224,1669,242
PORTLAND NATURAL GAS SYSTEM,15784,Municipal Owned,TN,5763,547,0,0,0,0,583,959,1851,1057,686,80
"PIKEVILLE GAS SYSTEM, TOWN OF",15560,Municipal Owned,TN,1459,0,0,0,0,211,326,285,310,235,81,11
PIEDMONT NATURAL GAS CO INC,15518,Investor Owned,TN,195956,484,1,88,6853,10311,13107,25281,66908,44645,25341,2937
PARSONS NATURAL GAS SYSTEM,15140,Municipal Owned,TN,4328,3846,0,0,0,0,0,0,7,101,333,41
PARIS - HENRY COUNTY PUBLIC UTIL DIST,15126,Municipal Owned,TN,8359,0,0,0,1839,350,532,941,2219,64,2253,161
"OBION GAS SYSTEM, TOWN OF",14040,Municipal Owned,TN,466,466,0,0,0,0,0,0,0,0,0,0
OAK RIDGE UTIL DIST,14010,Municipal Owned,TN,14847,5,0,0,2713,1143,562,2357,3404,3019,1449,195
NEWBERN GAS DEPT,13430,Municipal Owned,TN,2003,0,0,0,0,0,0,1153,592,161,97,0
MUNFORD GAS DEPT,12697,Municipal Owned,TN,7606,0,0,0,471,162,211,822,2799,2450,588,103
MIDDLE TENNESSEE NATURAL GAS UTIL DIST,12438,Municipal Owned,TN,76986,0,0,0,124,416,1390,10625,32947,17836,13648,0
MEMPHIS LIGHT GAS & WATER DIVISION,12342,Municipal Owned,TN,312657,0,20651,29502,39827,48678,59003,35402,44253,29031,5864,446
MAURY CITY MUNICIPAL GAS SYSTEM,12234,Municipal Owned,TN,895,0,0,0,0,392,50,57,350,21,24,1
MASON MUNICIPLE GAS SYSTEM,12222,Municipal Owned,TN,541,0,0,0,0,91,30,30,40,298,52,0
"MARTIN, CITY OF",12204,Municipal Owned,TN,2625,0,0,0,677,495,232,26,699,342,141,13
MARION NATURAL GAS SYSTEM,12168,Municipal Owned,TN,2154,985,0,0,0,0,64,240,752,6,106,1
MADISONVILLE GAS SYSTEM,12042,Municipal Owned,TN,1376,0,0,0,100,283,283,283,283,31,99,14
LOUDON UTILITIES GAS DEPT,11776,Municipal Owned,TN,5031,0,0,0,1146,0,0,283,1733,1372,399,98
"LORETTO GAS SYSTEM, CITY OF",11752,Municipal Owned,TN,752,0,0,0,0,200,105,197,180,57,11,2
LOBELVILLE GAS CO,11624,Municipal Owned,TN,345,322,0,0,0,0,0,0,0,0,22,1
LIVINGSTON GAS DEPARTMENT,11600,Municipal Owned,TN,1840,487,0,0,0,0,0,0,1025,170,147,11
"LINDEN NATURAL GAS SYSTEM, TOWN OF",11520,Municipal Owned,TN,1454,0,0,0,0,275,100,113,112,570,258,26
LEXINGTON GAS SYSTEM,11448,Municipal Owned,TN,10285,0,0,0,800,523,625,2582,3176,1843,673,63
LEWISBURG GAS DEPARTMENT,11416,Municipal Owned,TN,3761,0,0,0,0,0,73,965,1675,643,389,16
LENOIR CITY UTILITIES BOARD,11376,Municipal Owned,TN,6551,0,0,721,627,96,510,2026,1434,303,699,135
"LEBANON GAS DEPT, CITY OF",11336,Municipal Owned,TN,10009,0,0,0,792,679,787,1174,2047,1890,2208,432
"LAWRENCEBURG GAS DEPT, CITY OF",11296,Municipal Owned,TN,6659,2313,0,0,0,0,0,405,2685,846,371,39
LAKE COUNTY UTIL DIST,11120,Municipal Owned,TN,3022,0,0,0,657,914,800,232,288,0,122,9
"LAFAYETTE GAS & UTILITIES DEPT, CITY OF",11064,Municipal Owned,TN,2617,608,0,0,0,0,67,460,691,404,357,30
KNOXVILLE UTILITIES BOARD,10310,Municipal Owned,TN,106716,0,0,0,18,510,4867,15566,45037,26369,12533,1816
JEFFERSON - COCKE CO UTIL DIST,9200,Municipal Owned,TN,9958,3109,0,0,0,0,2,192,3135,2100,1256,164
JAMESTOWN GAS SYSTEM,9100,Municipal Owned,TN,3663,0,0,0,0,444,286,595,1304,614,357,63
JACKSON ENERGY AUTHORITY,9040,Municipal Owned,TN,32080,0,2060,2379,6,257,1655,3027,8119,6848,7411,318
HUMPHREYS COUNTY UTILITY DISTRICT,7655,Municipal Owned,TN,7218,0,0,0,0,2663,572,629,1840,809,595,110
HUMBOLDT UTILITIES - GAS DEPT,7650,Municipal Owned,TN,3902,2428,0,0,0,0,0,0,362,430,660,22
HORTON HIGHWAY UTILITY DISTRICT,7365,Municipal Owned,TN,4030,0,0,0,196,59,56,317,975,654,1524,249
"HOHENWALD NATURAL GAS SYSTEM, CITY OF",7310,Municipal Owned,TN,3205,0,0,0,0,1316,1177,0,0,510,176,26
HENNING GAS DEPT,7225,Municipal Owned,TN,219,219,0,0,0,0,0,0,0,0,0,0
"HENDERSON GAS DEPT, CITY OF",7215,Municipal Owned,TN,4515,0,0,0,575,345,47,815,1185,1032,465,51
HAWKINS COUNTY UTILITY DIST,7170,Municipal Owned,TN,8761,0,0,0,0,601,510,2118,2598,1619,1208,107
HARRIMAN UTILITIES BOARD,7090,Municipal Owned,TN,3974,0,0,0,870,938,179,121,1468,286,112,0
HARDEMAN - FAYETTE UTILITY DISTRICT,7060,Cooperative,TN,5488,0,0,0,0,540,52,594,1687,1472,956,187
"HALLS GAS DEPT, TOWN OF",7025,Municipal Owned,TN,1507,0,0,0,359,416,300,71,199,48,111,3
GREATER DICKSON GAS AUTHORITY,6716,Municipal Owned,TN,19088,1768,0,0,1303,448,546,1633,7146,3258,2713,273
GIBSON COUNTY UTIL DIST,6370,Municipal Owned,TN,12358,0,0,0,1741,2387,1675,1866,2804,1217,607,61
GALLATIN NATURAL GAS SYSTEM,6040,Municipal Owned,TN,16586,0,0,0,1232,868,440,1381,3948,3999,4128,590
"GALLAWAY GAS DEPT, CITY OF",6035,Municipal Owned,TN,223,0,0,0,0,0,0,0,213,9,1,0
FRIENDSHIP GAS DEPT,5640,Municipal Owned,TN,304,242,0,0,0,0,0,0,0,62,0,0
FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,5110,Municipal Owned,TN,7159,0,0,21,141,191,170,2317,2243,1196,819,61
ETOWAH UTILITIES,4567,Municipal Owned,TN,2332,0,0,0,350,350,171,527,814,45,60,15
"ENGLEWOOD GAS DEPT, TOWN OF",4480,Municipal Owned,TN,289,0,0,0,0,119,0,0,168,0,0,2
ELK RIVER PUBLIC UTIL DIST,4370,Cooperative,TN,20678,3552,0,0,36,142,107,2315,6868,4195,3055,408
DYERSBURG MUNICIPAL GAS DEPARTMENT,3660,Municipal Owned,TN,8620,1355,0,0,650,700,868,868,1702,2174,297,6
"DUNLAP GAS SYSTEM, CITY OF",3610,Municipal Owned,TN,2910,0,0,0,0,579,259,491,901,489,176,15
CROCKETT PUBLIC UTIL DIST,2880,Municipal Owned,TN,1322,1085,0,0,0,0,0,0,0,19,218,0
"COVINGTON GAS DEPT, CITY OF",2853,Municipal Owned,TN,3574,0,470,394,419,160,718,177,730,273,224,9
"COOKEVILLE GAS DEPT, CITY OF",2764,Municipal Owned,TN,10699,0,0,0,899,476,475,1169,3818,2605,1128,129
COLLINWOOD GAS DEPT,2556,Municipal Owned,TN,584,0,0,0,0,100,144,38,244,52,6,0
CLARKSVILLE GAS & WATER DEPT,2460,Municipal Owned,TN,29182,0,0,0,828,1573,1138,3672,8580,8440,4386,565
CITIZENS GAS UTIL DIST,2412,Municipal Owned,TN,12444,0,0,0,0,0,0,5245,3863,1263,1906,167
CHATTANOOGA GAS CO,2288,Investor Owned,TN,80757,1932,0,0,4383,10543,6623,11803,22617,9747,11769,1340
"CENTERVILLE, TOWN OF",2176,Municipal Owned,TN,3486,0,0,0,0,0,0,1592,1274,375,219,26
BROWNSVILLE UTILITIES,1840,Municipal Owned,TN,5838,2793,0,0,0,0,523,763,973,384,374,28
BOLIVAR GAS DEPT,1616,Municipal Owned,TN,7097,0,0,0,1002,710,215,1158,2577,882,494,59
"CLIFTON GAS DEPT, CITY OF",972,Municipal Owned,TN,380,0,0,0,0,0,0,0,0,0,377,3
ATHENS UTILITIES BOARD,774,Municipal Owned,TN,7348,0,0,0,908,650,512,503,2917,1505,291,62
TOWN OF ADAMSVILLE GAS DEPT,49,Municipal Owned,TN,2037,1710,0,0,0,0,0,0,0,0,327,0
