Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
"WHITEFACE GAS DEPT, CITY OF",22581,Municipal Owned,TX,293,293,0,0,0,0,0,0,0,0,0,0
WEST TEXAS GAS INC,22435,Investor Owned,TX,26641,2366,2052,1195,375,3398,1719,3645,2754,1505,6325,1307
"WALLER, CITY OF",22084,Municipal Owned,TX,558,0,0,0,0,66,0,445,25,10,12,0
"UVALDE GAS DEPT, CITY OF",20320,Municipal Owned,TX,2103,0,0,867,6,7,144,524,115,197,128,115
"TOMBALL GAS DEPT, CITY OF",19520,Municipal Owned,TX,2598,0,0,0,0,0,0,883,270,466,784,195
"THREE RIVERS GAS, CITY OF",19400,Municipal Owned,TX,567,0,0,0,0,0,0,0,0,0,567,0
"SWEENY GAS SYSTEM, CITY OF",18764,Municipal Owned,TX,1000,485,0,0,0,0,229,203,25,53,5,0
SUNRAY UTILITIES SYSTEM,18736,Municipal Owned,TX,723,704,0,0,0,0,0,0,10,5,4,0
"SUNDOWN GAS SYSTEMS, CITY OF",18728,Municipal Owned,TX,747,57,0,0,0,0,0,669,0,7,14,0
SUBURBAN PROPANE,18684,Privately Owned,TX,276,0,0,0,0,0,0,0,0,276,0,0
STOCKDALE NATURAL GAS SYSTEM,18652,Municipal Owned,TX,573,0,0,0,0,376,96,34,40,8,18,1
PURE UTILITIES LC,18649,Privately Owned,TX,558,0,0,0,0,0,0,232,170,67,79,10
"STINNETT GAS DEPT, CITY OF",18648,Municipal Owned,TX,1203,956,0,0,0,0,0,52,32,142,15,6
STARR COUNTY GAS SYSTEM,18626,Municipal Owned,TX,2267,0,0,0,0,0,1726,306,157,71,7,0
"SPUR, CITY OF",18594,Municipal Owned,TX,325,325,0,0,0,0,0,0,0,0,0,0
CITY OF ALPINE GAS DEPT,18544,Municipal Owned,TX,2196,1525,0,0,0,0,0,0,208,252,174,37
"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",18532,Investor Owned,TX,687532,0,4418,5514,28837,43614,84396,122709,120259,136392,129479,11914
"SEALY GAS DEPT, CITY OF",18160,Municipal Owned,TX,1592,0,0,56,89,45,358,448,134,257,146,59
CPS ENERGY,18104,Municipal Owned,TX,390492,46415,437,3809,17328,35838,48189,46921,52381,50865,73433,14876
"SABINAL, CITY OF",18004,Municipal Owned,TX,257,0,0,0,0,257,0,0,0,0,0,0
"ROMA GAS DEPT, CITY OF",17660,Municipal Owned,TX,1154,0,0,0,0,694,75,100,200,25,60,0
"ROBSTOWN GAS SYSTEM, CITY OF",17560,Municipal Owned,TX,2906,2906,0,0,0,0,0,0,0,0,0,0
RISING STAR CITY UTILITIES,17490,Municipal Owned,TX,287,0,0,0,0,0,284,0,0,3,0,0
REKLAW NATURAL GAS SYSTEM,17200,Municipal Owned,TX,1482,0,0,0,0,858,189,173,107,87,54,14
"RANKIN MUNICIPAL SYSTEM, CITY OF",17080,Municipal Owned,TX,413,413,0,0,0,0,0,0,0,0,0,0
STERLING NATURAL GAS INC,17058,Investor Owned,TX,214,0,0,0,0,192,0,0,8,10,4,0
"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)",15828,Municipal Owned,TX,235,0,0,0,0,70,0,118,39,6,2,0
"PLAINS, CITY OF",15652,Municipal Owned,TX,529,89,0,0,0,0,0,361,33,35,9,2
"PINELAND GAS DEPT, CITY OF",15581,Municipal Owned,TX,275,0,0,0,0,141,0,134,0,0,0,0
"PERRYTON, CITY OF",15406,Municipal Owned,TX,3535,966,0,0,0,0,0,1562,708,124,173,2
"PEARSALL GAS DEPT, CITY OF",15189,Municipal Owned,TX,1012,0,0,0,0,0,0,0,0,0,0,1012
FERRELLGAS,13772,Cooperative,TX,1838,0,0,0,0,0,0,0,0,837,995,6
"NEWTON GAS SYSTEM, CITY OF",13460,Municipal Owned,TX,674,0,0,0,0,0,0,0,347,324,3,0
NEW SUMMERFIELD GAS CO,13390,Municipal Owned,TX,797,0,0,0,0,729,25,6,4,16,14,3
"NAVASOTA, CITY OF",13170,Municipal Owned,TX,2104,0,0,0,25,297,224,359,561,201,372,65
"MORTON GAS SYSTEM, CITY OF",12798,Municipal Owned,TX,998,0,0,0,0,998,0,0,0,0,0,0
MARKHAM GAS CORP,12174,Privately Owned,TX,248,0,0,0,0,0,0,0,0,0,0,248
LYTLE MUNICIPAL SYSTEM,11960,Municipal Owned,TX,609,0,0,0,213,58,212,53,9,24,39,1
"KOUNTZE MUNICIPAL GAS SYSTEM, CITY OF",10330,Municipal Owned,TX,438,0,0,188,48,48,48,54,30,0,17,5
"JOAQUIN, CITY OF",9245,Municipal Owned,TX,261,0,0,0,0,0,0,246,8,4,3,0
"HUXLEY, CITY OF",7700,Municipal Owned,TX,1533,0,0,0,0,0,1189,118,89,27,97,13
"HUNTINGTON GAS CO, CITY OF",7680,Municipal Owned,TX,742,0,0,0,0,0,680,31,10,15,6,0
"HEMPSTEAD, CITY OF",7210,Municipal Owned,TX,1750,0,0,0,0,0,0,1408,5,257,57,23
"HEMPHILL MUNICIPLE SYSTEM, CITY OF",7205,Municipal Owned,TX,617,0,0,0,0,38,0,563,10,6,0,0
"GRUVER, CITY OF",6864,Municipal Owned,TX,583,583,0,0,0,0,0,0,0,0,0,0
GREY FOREST UTILITIES,6830,Municipal Owned,TX,17014,0,0,0,0,0,1638,2195,3023,4254,5361,543
GRANDFALLS UTILITY SYSTEM,6540,Municipal Owned,TX,77,77,0,0,0,0,0,0,0,0,0,0
"GOLDSMITH GAS DEPT, CITY OF",6430,Municipal Owned,TX,181,0,0,0,0,0,181,0,0,0,0,0
"GEORGE WEST, CITY OF",6330,Municipal Owned,TX,471,471,0,0,0,0,0,0,0,0,0,0
"GARY, CITY OF",6110,Municipal Owned,TX,1384,0,0,0,0,707,0,0,198,60,411,8
"GARRISON, CITY OF",6101,Municipal Owned,TX,366,0,0,0,0,0,0,307,25,22,12,0
"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",5470,Municipal Owned,TX,2832,30,0,0,101,431,300,1247,464,168,91,0
FALFURRIAS UTILITY BOARD,5055,Municipal Owned,TX,1570,0,0,13,24,1,1,1,906,182,442,0
CENTERPOINT ENERGY RESOURCES CORPORATION,4499,Investor Owned,TX,1873818,68436,9124,23965,86985,88629,310267,162452,243797,497671,361394,21098
ATMOS ENERGY CORPORATION - WEST TEXAS,4473,Investor Owned,TX,407354,0,1100,16253,60410,48029,49324,49187,54589,39714,79993,8755
ELDORADO MUNICIPAL SYSTEM,4272,Municipal Owned,TX,579,579,0,0,0,0,0,0,0,0,0,0
"DUMAS, CITY OF",3600,Municipal Owned,TX,4910,0,0,0,0,0,0,0,0,0,0,4910
"DILLEY GAS SYSTEM, CITY OF",3410,Municipal Owned,TX,313,0,0,0,0,25,10,15,2,14,247,0
DENVER CITY GAS SYSTEM,3310,Municipal Owned,TX,1799,0,0,0,0,0,1053,535,66,45,78,22
"DEL RIO GAS SYSTEM, CITY OF",3210,Municipal Owned,TX,8287,0,0,0,0,0,0,0,7944,36,270,37
DAISETTA WATER & GAS DEPT,3070,Municipal Owned,TX,254,0,0,0,0,0,0,0,0,0,254,0
D B H GAS CO,3010,Investor Owned,TX,278,0,0,0,0,181,64,8,4,2,19,0
"CUSHING, CITY OF",2915,Municipal Owned,TX,437,0,0,0,372,29,0,29,5,0,2,0
COTULLA MUNICIPAL GAS SYSTEM,2824,Municipal Owned,TX,774,0,0,0,0,685,22,13,1,15,38,0
"CORPUS CHRISTI, CITY OF - GAS DIV",2812,Municipal Owned,TX,61818,43995,0,0,0,0,0,3078,2964,4157,6561,1063
"COLUMBUS, CITY OF",2632,Municipal Owned,TX,1367,0,0,0,0,0,0,0,1299,42,26,0
"CHIRENO MUNICIPAL GAS, CITY OF",2352,Municipal Owned,TX,1665,0,0,0,0,1216,0,0,0,197,229,23
"CHESTER, CITY OF",2308,Municipal Owned,TX,297,8,0,0,0,247,14,0,2,13,12,1
CASTROVILLE UTILITY SYSTEM,2152,Municipal Owned,TX,980,0,0,0,0,698,50,41,60,83,46,2
CARRIZO SPRINGS GAS DEPT,2112,Municipal Owned,TX,1393,0,0,0,0,0,1379,6,6,2,0,0
"BRENHAM UTILITY, CITY OF",1720,Municipal Owned,TX,4842,517,0,0,0,0,0,705,1670,1043,907,0
"BRAZORIA, CITY OF",1696,Municipal Owned,TX,749,0,0,0,0,0,0,54,150,434,111,0
"BRADY MUNICIPAL GAS CORP, CITY OF",1688,Municipal Owned,TX,2635,2613,0,0,0,0,0,0,1,6,10,5
"BRACKETTVILLE, CITY OF, HOUSING AUTH OF",1684,Municipal Owned,TX,244,0,0,0,160,0,0,0,0,84,0,0
"BOOKER GAS CO, CITY OF",1622,Municipal Owned,TX,680,0,0,0,0,0,0,645,0,17,18,0
"BOERNE UTILITY, CITY OF",1592,Municipal Owned,TX,3318,621,0,0,0,0,332,106,85,251,1611,312
"BIG LAKE GAS DEPT, CITY OF",1408,Municipal Owned,TX,1065,0,0,0,0,899,100,5,8,26,27,0
"BELLVILLE, CITY OF",1272,Municipal Owned,TX,1486,1208,0,0,0,0,0,0,85,0,183,10
BAY CITY MUNICIPAL GAS SYSTEM,1184,Municipal Owned,TX,6906,0,0,0,0,0,0,6198,65,216,408,19
"UNIVERSAL NATURAL GAS, INC.",968,Investor Owned,TX,10542,0,0,0,0,0,0,0,1235,4226,4314,767
NATGAS INC.,920,Investor Owned,TX,1370,1370,0,0,0,0,0,0,0,0,0,0
CITY OF ROCKPORT,612,Municipal Owned,TX,5305,18,0,482,1052,1053,915,391,867,210,277,40
CENTERPOINT ENERGY RESOURCES CORP.,603,Investor Owned,TX,17194,458,47,75,54,146,233,4807,3911,3599,3752,112
APPLEBY NATURAL GAS SYSTEM,558,Municipal Owned,TX,621,0,0,0,0,301,30,15,16,123,122,14
"ALTO NATURAL GAS CO, CITY OF",387,Municipal Owned,TX,891,0,0,0,0,839,0,0,0,16,36,0
AMARILLO NATURAL GAS INC,383,Privately Owned,TX,226,0,0,0,70,22,0,68,50,8,8,0
