Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
"CUBA, CITY OF, GAS DEPARTMENT",30046,Municipal Owned,MO,72.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.0,3.0,1.0
UNIONVILLE MUNICIPAL NATURAL GAS SYSTEM,20190,Municipal Owned,MO,22.633,47.0,16,0.0,0.0,0.0,0.0,16.463,1.75,0.788,1.116,0.568,1.086,0.862
AMERENUE,20050,Investor Owned,MO,3412.06,29.0,771,0.0,0.0,2.06,79.91,663.73,157.85,353.41,738.0,995.78,377.32,44.0
"STANBERRY GAS DEPT, CITY OF",18596,Municipal Owned,MO,18.75,50.0,16,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.5,0.25
"SPRINGFIELD, CITY UTILITIES OF",18584,Municipal Owned,MO,1286.69,33.0,288,0.0,11.05,0.01,101.67,163.41,159.27,184.97,278.58,238.04,132.84,16.85
"SHELBINA GAS DEPT, CITY OF",18256,Municipal Owned,MO,74.0,52.0,66,0.0,0.0,0.0,0.0,66.0,0.0,0.0,7.0,0.0,1.0,0.0
PRINCETON MUNICIPAL NATURAL GAS SYSTEM,15861,Municipal Owned,MO,22.0,56.0,22,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
"POTOSI, CITY OF",15812,Municipal Owned,MO,43.481,49.0,33,0.0,0.0,0.0,0.0,32.812,2.0,5.0,1.0,2.0,0.669,0.0
PLATTSBURG GAS DEPT,15686,Municipal Owned,MO,58.0,52.0,35,0.0,0.0,9.0,14.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0
"PERRYVILLE MUNICIPAL SYSTEM, CITY OF",15413,Municipal Owned,MO,90.25,4.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.25
PERRY MUNICIPAL GAS SYSTEM,15392,Municipal Owned,MO,7.767,54.0,6,0.0,0.0,0.0,0.0,6.746,1.021,0.0,0.0,0.0,0.0,0.0
"PARIS GAS SYSTEM, CITY OF",15119,Municipal Owned,MO,44.5,52.0,40,0.0,0.0,0.0,0.0,40.0,0.0,1.0,2.0,1.5,0.0,0.0
"ORONOGO MUNICIPAL GAS SYSTEM , CITY OF",14360,Municipal Owned,MO,8.1,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.0,1.0,1.0,0.0
NEW HAVEN CITY NATURAL GAS SYSTEM,13290,Municipal Owned,MO,36.0,39.0,15,0.0,0.0,0.0,0.0,14.0,8.0,0.0,8.0,4.0,2.0,0.0
NEW FLORENCE NATURAL GAS SYSTEM,13260,Municipal Owned,MO,10.0,39.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0
"MONTGOMERY, CITY OF",12744,Municipal Owned,MO,34.0,56.0,25,0.0,0.0,0.0,25.934,0.0,0.0,3.0,1.0,4.0,0.066,0.0
MONROE CITY MUNICIPAL GAS SYSTEMS,12666,Municipal Owned,MO,55.0,52.0,47,0.0,0.0,0.0,0.0,47.25,2.5,1.75,2.5,1.0,0.0,0.0
THE EMPIRE DISTRICT GAS COMPANY,12606,Investor Owned,MO,1210.441,35.0,381,0.0,0.0,2.0,134.098,235.155,55.352,228.804,307.271,88.791,146.174,12.795
MILAN MUNICIPAL NATURAL GAS SYSTEM,12504,Municipal Owned,MO,49.174,45.0,33,0.0,0.0,0.0,0.0,32.956,0.355,0.0,14.328,0.69,0.723,0.0
MIDDLETOWN CITY NATURAL GAS SYSTEM,12450,Municipal Owned,MO,3.0,56.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCER MUNICIPAL NATURAL GAS SYSTEM,12372,Municipal Owned,MO,3.1,55.0,3,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0
"MADISON GAS DEPT, CITY OF",12012,Municipal Owned,MO,16.78,54.0,16,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.66,0.0,0.12,0.0
"MACON GAS DEPT MUNICIPAL UTILITIES, CITY OF",12006,Municipal Owned,MO,109.19,31.0,28,0.0,0.0,0.0,0.0,28.992,0.0,8.934,36.236,30.413,4.408,0.207
LIBERAL MUNICIPAL GAS SYSTEM,11468,Municipal Owned,MO,11.079,45.0,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.079,0.0,0.0
SPIRE MISSOURI INC. EAST,11032,Investor Owned,MO,8817.79,41.0,3295,35.982,417.99,103.877,1055.16,1850.261,1214.681,948.62,1367.435,866.613,805.841,151.32
KENNETT MUNICIPAL GAS SYSTEM,10156,Municipal Owned,MO,88.8,21.0,0,83.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.6,0.2
JOINT UTILIITIES BOARD - ALTENBURG & FROHNA,9280,Municipal Owned,MO,12.149,48.0,8,0.0,0.0,0.0,0.0,8.971,0.0,1.0,2.0,0.0,0.178,0.0
HERMANN CITY NATURAL GAS SYSTEM,7240,Municipal Owned,MO,79.0,46.0,60,0.0,0.0,0.0,0.0,59.7,2.0,0.0,4.0,6.8,6.1,0.4
GREEN CITY MUNICIPAL NATURAL GAS SYSTEM,6740,Municipal Owned,MO,13.406,53.0,12,0.0,0.0,0.0,0.0,11.992,0.85,0.0,0.14,0.08,0.344,0.0
GRANT CITY GAS CO,6590,Municipal Owned,MO,12.0,54.0,11,0.0,0.0,0.0,0.0,11.0,0.5,0.0,0.5,0.0,0.0,0.0
"GRANBY GAS, CITY OF",6490,Municipal Owned,MO,34.0,32.0,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0
"FULTON, CITY OF",5670,Municipal Owned,MO,117.086,31.0,20,0.0,0.0,0.0,0.0,18.6,13.651,17.198,34.425,26.849,6.363,0.0
"CLARENCE, CITY OF",2452,Municipal Owned,MO,23.0,46.0,17,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,1.0,2.0,0.0
"BISMARCK GAS SYSTEM, CITY OF",1456,Municipal Owned,MO,19.0,55.0,18,0.0,0.0,0.0,0.0,18.94,0.0,0.0,0.0,0.0,0.06,0.0
BETHANY MUNICIPAL GAS SYSTEM,1400,Municipal Owned,MO,60.0,44.0,31,0.0,0.0,0.0,7.0,24.0,4.0,8.0,13.0,3.0,1.0,0.0
"BERNIE MUNICIPAL SYSTEM, CITY OF",1360,Municipal Owned,MO,28.0,49.0,17,0.0,0.0,0.0,17.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0
BERGER CITY NATURAL GAS SYSTEM,1336,Municipal Owned,MO,3.0,56.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
OMEGA PIPELINE CO,926,Investor Owned,MO,52.729,23.0,0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,44.71,0.0,7.688,0.0
"ST. JAMES GAS DEPT., CITY OF",924,Municipal Owned,MO,48.6,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.32,0.0,1.28,0.0
ALBANY MUNICIPAL GAS CO,225,Municipal Owned,MO,27.0,43.0,17,0.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,1.5,4.5,0.0
