,Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
31,702,"ASHBURN GAS DEPT, CITY OF",Municipal Owned,GA,0,5,3,1,1,6,2,3,2,2,1
32,729,"ASHLAND MUNICIPAL GAS, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
33,766,ATHENS GAS DEPARTMENT,Municipal Owned,AL,0,0,0,0,0,2,38,0,0,42,23
34,774,ATHENS UTILITIES BOARD,Municipal Owned,TN,0,45,27,29,34,132,36,36,37,30,28
35,792,ATLANTA GAS LIGHT CO,Investor Owned,GA,5767,6140,5851,5719,6063,6120,7487,5683,6033,5876,5501
36,828,"WEST ESCAMBIA UTILITIES, INC.",Municipal Owned,AL,0,0,6,0,1,0,16,7,2,5,3
37,846,"AUBURN, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
38,855,"AUBURN GAS DEPT, CITY OF",Municipal Owned,IL,1,0,1,0,0,0,1,3,1,0,3
39,860,"FAIRBANK, CITY OF",Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
40,864,"AUGUSTA, CITY OF",Municipal Owned,KY,0,4,0,0,0,0,0,0,0,0,0
41,873,"AUGUSTA LIGHT WATER & GAS, CITY OF",Municipal Owned,AR,0,0,0,0,0,0,0,0,0,0,0
42,883,WESTBROOK PUBLIC UTILITIES,Municipal Owned,MN,0,0,0,0,0,0,0,5,0,0,0
43,885,AURORA GAS CO,Investor Owned,MI,0,0,0,0,0,0,0,0,6,8,9
44,888,COMMUNITY UTILITIES CO.,Privately Owned,MN,1,0,0,0,0,0,0,0,0,0,0
45,891,AURORA UTILITIES,Municipal Owned,IN,7,21,5,1,0,4,5,7,7,4,7
46,893,STUART GAS CO,Municipal Owned,NE,0,0,0,0,3,0,0,0,0,0,0
47,895,KEYSTONE RURAL GAS DISTRICT #1,Municipal Owned,OK,0,0,0,2,0,0,0,0,0,3,3
48,909,"AUSTELL NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,87,93,131,105,77,71,118,111,109,94,74
49,918,AUSTIN UTILITIES,Municipal Owned,MN,5,5,8,6,4,1,5,7,11,11,8
50,920,NATGAS INC.,Investor Owned,TX,12,6,9,0,10,9,7,5,8,10,2
51,924,"ST. JAMES GAS DEPT., CITY OF",Municipal Owned,MO,0,0,0,0,0,0,0,0,1,0,0
52,926,OMEGA PIPELINE CO,Investor Owned,MO,0,4,0,0,0,0,0,0,0,0,0
53,929,"SEBRING GAS SYSTEM, INC",Investor Owned,FL,0,0,0,0,2,0,0,0,0,0,0
54,933,AVANT UTILITIES AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
55,967,"PINEDALE NATURAL GAS, INC",Privately Owned,WY,0,0,0,0,0,0,0,0,0,0,0
56,968,"UNIVERSAL NATURAL GAS, INC.",Investor Owned,TX,8,5,7,12,21,12,15,16,11,15,21
57,969,BALDWYN MUN GAS SYST,Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
58,972,"CLIFTON GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,0,0,10,0,0,0,0,0
59,976,"BURKESVILLE GAS CO, INC.",Privately Owned,KY,0,0,0,0,0,0,0,0,0,4,2
60,980,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,Investor Owned,VA,0,1,0,1,3,0,1,1,1,3,4
61,986,HARTLEY MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
62,1048,"BAINBRIDGE GAS DEPT, CITY OF",Municipal Owned,GA,8,5,0,0,2,3,6,0,3,3,4
63,1056,BAINBRIDGE MUNICIPAL GAS,Municipal Owned,IN,0,0,0,0,0,0,0,0,1,0,0
64,1064,BAKER UTILITY SYSTEM,Municipal Owned,LA,0,0,0,0,0,0,5,5,4,0,19
65,1072,"BALDWIN MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
66,1088,BALTIMORE GAS AND ELECTRIC COMPANY,Investor Owned,MD,385,2429,2745,3231,3086,2648,2822,2465,3623,4369,3704
67,1096,BAMBERG BOARD OF PUBLIC WORKS,Municipal Owned,SC,0,0,0,3,0,4,0,0,0,1,0
68,1120,"BARDWELL GAS SYSTEM, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
69,1128,BARLOW NATURAL GAS SYSTEM,Municipal Owned,KY,0,0,0,0,0,0,2,0,0,0,0
70,1134,BARROW UTILITIES & ELECTRIC CORP,Cooperative,AK,3,13,8,19,16,20,10,13,13,11,0
71,1136,"BASILE, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,2
72,1152,"BATESVILLE GAS DEPT, CITY OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
73,1160,BATESVILLE GAS UTILITY,Municipal Owned,IN,3,4,4,0,0,0,3,5,2,2,5
74,1168,BATH ELECTRIC GAS & WATER SYSTEMS,Municipal Owned,NY,0,0,0,0,0,0,0,0,0,0,0
75,1184,BAY CITY MUNICIPAL GAS SYSTEM,Municipal Owned,TX,0,0,0,17,14,14,17,16,11,18,15
76,1192,NORTH BALDWIN UTILITIES,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
77,1200,"BAY ST LOUIS MUNICIPLE GAS, CITY OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
78,1208,"BAY SPRINGS NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,MS,0,0,0,0,2,3,0,0,0,0,0
79,1224,"BEAUMONT MUNICIPAL GAS, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
80,1232,BEDFORD NATURAL GAS SYSTEM,Municipal Owned,IA,0,0,0,1,0,0,0,0,0,0,0
81,1256,BELLE RIVE GAS CO,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
82,1272,"BELLVILLE, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
83,1280,"BELMONT NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,MS,0,0,0,0,0,10,1,0,0,5,11
84,1304,"BENNETTSVILLE ELECTRIC & GAS, CITY OF",Municipal Owned,SC,17,15,43,5,11,11,10,1,3,4,2
85,1312,CITY OF BENSON,Municipal Owned,AZ,0,0,0,0,0,0,0,0,0,0,0
86,1328,"BENTON GAS SYSTEM, CITY OF",Municipal Owned,KY,29,1,21,33,26,36,35,33,31,18,25
87,1336,BERGER CITY NATURAL GAS SYSTEM,Municipal Owned,MO,0,0,0,0,1,0,0,0,0,0,0
88,1344,BERKSHIRE GAS CO,Investor Owned,MA,65,43,59,52,75,112,71,61,53,52,38
89,1360,"BERNIE MUNICIPAL SYSTEM, CITY OF",Municipal Owned,MO,0,0,3,2,2,1,0,0,0,2,2
90,1376,"BERWICK, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,1,3,1
91,1384,"BESSEMER CITY MUNICIPAL SYSTEM, CITY OF",Municipal Owned,NC,0,1,0,0,0,3,10,4,3,7,4
92,1392,BETHANY MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
93,1400,BETHANY MUNICIPAL GAS SYSTEM,Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0,0
94,1408,"BIG LAKE GAS DEPT, CITY OF",Municipal Owned,TX,0,0,18,0,0,0,0,0,0,0,0
95,1448,"BILLINGS GAS CO, TOWN OF",Municipal Owned,OK,0,0,0,0,0,0,0,1,0,1,0
96,1456,"BISMARCK GAS SYSTEM, CITY OF",Municipal Owned,MO,0,0,0,0,0,0,1,0,1,0,0
97,1504,BLACKSTONE GAS CO,Privately Owned,MA,0,0,0,0,0,0,0,0,32,0,0
98,1520,"BLAKELY GAS DEPT, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
99,1536,"BLOOMFIELD MUNICIPAL GAS, CITY OF",Municipal Owned,IA,0,0,7,0,0,0,0,0,0,0,0
100,1544,"BLOUNTSTOWN, CITY OF",Municipal Owned,FL,0,0,0,0,0,0,0,0,0,0,0
101,1560,CARDINAL NATURAL GAS COMPANY,Investor Owned,WV,24,17,25,14,16,18,27,32,17,10,25
102,1568,BLUFORD MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
103,1584,BOAZ GAS BOARD,Municipal Owned,AL,8,0,0,0,10,18,7,6,6,20,24
104,1592,"BOERNE UTILITY, CITY OF",Municipal Owned,TX,3,0,4,1,3,8,8,9,7,13,9
105,1616,BOLIVAR GAS DEPT,Municipal Owned,TN,0,0,0,0,0,0,0,0,14,2,0
106,1622,"BOOKER GAS CO, CITY OF",Municipal Owned,TX,5,7,4,5,3,1,1,1,0,0,5
107,1624,BOONEVILLE MUNICIPAL GAS SYSTEM,Municipal Owned,MS,86,18,12,7,21,0,0,16,19,26,37
108,1632,BOONVILLE NATURAL GAS CORP,Privately Owned,IN,0,0,1,1,1,0,0,0,0,0,0
109,1640,BOSTON GAS CO,Investor Owned,MA,4925,5040,3668,3675,4217,4805,3759,5069,4556,4213,4284
110,1672,"BOWMAN GAS SYSTEM, CITY OF",Municipal Owned,GA,0,1,0,0,0,0,0,0,0,1,4
111,1680,"BOYCE MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,4,0,0,0
112,1684,"BRACKETTVILLE, CITY OF, HOUSING AUTH OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
113,1688,"BRADY MUNICIPAL GAS CORP, CITY OF",Municipal Owned,TX,0,0,8,6,13,12,13,7,12,3,6
114,1696,"BRAZORIA, CITY OF",Municipal Owned,TX,2,5,4,6,6,5,4,4,6,6,2
115,1720,"BRENHAM UTILITY, CITY OF",Municipal Owned,TX,0,0,0,23,14,17,15,11,19,26,16
116,1728,"BREWTON GAS DEPT, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
117,1736,BRIDGEPORT UTILITIES BOARD,Municipal Owned,AL,0,1,1,1,0,0,0,0,0,0,0
118,1752,BRIGHTON MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
119,1792,BROOKLYN MUNICIPAL GAS CO,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
120,1800,KEYSPAN ENERGY DELIVERY - NY CITY,Investor Owned,NY,2005,2695,1965,2479,3915,3916,3243,3670,4052,3534,2190
121,1808,BROOKSIDE GAS SYSTEM,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
122,1816,"BROOKSVILLE UTILITIES, TOWN OF",Municipal Owned,KY,0,1,5,2,3,4,3,0,2,0,0
123,1840,BROWNSVILLE UTILITIES,Municipal Owned,TN,4,0,0,2,2,4,4,2,4,3,2
124,1872,"BUFORD GAS SYSTEM, CITY OF",Municipal Owned,GA,61,49,59,51,77,82,134,107,87,90,95
125,1888,BURBANK PUBLIC WORKS AUTHORITY,Municipal Owned,OK,0,0,0,0,0,0,1,2,0,0,0
126,1912,BURLINGAME MUNICIPAL SYSTEM,Municipal Owned,KS,0,2,0,0,0,0,0,0,0,0,0
127,1920,"BURLINGTON GAS SYSTEM , CITY OF",Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
128,1922,BURNSVILLE GAS CO,Privately Owned,MS,0,0,0,0,0,0,0,0,0,0,0
129,1936,"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
130,1944,BUSHNELL MUNICIPAL GAS UTILITY,Municipal Owned,IL,0,0,0,1,0,0,1,0,0,0,0
131,1976,"BYHALIA MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
132,1985,B & H GAS CO,Privately Owned,KY,0,0,0,0,0,0,0,0,0,0,0
133,2012,"CAIRO GAS SYSTEMS, CITY OF",Municipal Owned,GA,0,7,5,1,3,3,0,0,1,0,0
134,2016,CAIRO PUBLIC UTILITIES SYSTEM,Municipal Owned,IL,0,0,0,0,0,2,0,0,0,0,0
135,2020,CITY OF CALERA NATURAL GAS,Municipal Owned,AL,3,10,25,20,8,13,24,13,9,11,12
136,2036,"CAMILLA GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,1,0,0,0,0,0,0
137,2044,CAMP HILL UTILITY BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
138,2047,CALEDONIA NATURAL GAS DISTRICT,Municipal Owned,MS,14,24,5,0,0,0,0,0,0,3,6
139,2060,CANTON MUNICIPAL UTILITY,Municipal Owned,MS,1,0,0,0,0,0,0,0,0,0,0
140,2088,"CARBON HILL GAS BOARD, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
141,2092,CARENCRO GAS SYSTEM,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
142,2096,"CARLISLE GAS SYSTEM, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
143,2112,CARRIZO SPRINGS GAS DEPT,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
144,2116,"CARROLLTON GAS DISTRICT SYSTEM, CITY OF",Municipal Owned,KY,0,5,14,18,13,10,11,13,10,10,10
145,2120,"CARTERSVILLE GAS DEPT, CITY OF",Municipal Owned,GA,17,24,63,8,12,13,12,13,4,10,8
146,2124,CASCADE MUNICIPAL UTIL,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
147,2128,CASCADE NATURAL GAS CORP,Investor Owned,WA,0,18,69,51,122,227,220,203,215,258,247
148,2132,CASEY MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,3,2,2,2,0,3,1,2
149,2136,CASHION MUNICIPAL GAS SYSTEM,Municipal Owned,OK,0,0,0,0,3,0,0,0,0,0,0
150,2144,"CASSODAY GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
151,2152,CASTROVILLE UTILITY SYSTEM,Municipal Owned,TX,4,0,2,4,2,0,3,8,2,2,1
152,2164,CEDAR FALLS MUNICIPAL UTILITY,Municipal Owned,IA,20,44,17,8,9,15,21,15,20,25,21
153,2172,CENTER MUNICIPAL GAS SYSTEM,Municipal Owned,CO,2,0,0,0,0,0,0,0,0,0,0
154,2176,"CENTERVILLE, TOWN OF",Municipal Owned,TN,40,60,50,32,34,24,38,30,30,16,8
155,2180,CENTRAL CITY GAS SYSTEM DEPT,Municipal Owned,NE,0,0,0,0,0,0,0,0,1,2,0
156,2188,CENTRAL FLORIDA GAS CORP,Investor Owned,FL,28,38,60,47,50,84,53,87,97,112,107
157,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Investor Owned,NY,109,149,141,142,181,212,157,182,177,149,107
158,2227,"CENTURY, TOWN OF",Municipal Owned,FL,0,6,0,0,0,0,1,1,0,0,0
159,2232,"CENTREVILLE MUNICIPAL GAS, TOWN OF",Municipal Owned,MS,3,0,0,0,0,12,6,13,0,0,0
160,2236,CHAMBERSBURG GAS DEPT,Municipal Owned,PA,6,6,4,6,6,5,5,4,9,3,4
161,2256,"CHANUTE, CITY OF",Municipal Owned,KS,12,5,5,4,3,3,10,2,0,3,17
162,2268,"CHARLOTTESVILLE, CITY OF",Municipal Owned,VA,38,52,43,56,44,56,58,59,59,61,45
163,2272,CHARTIERS NATURAL GAS CO INC,Investor Owned,PA,5,0,0,0,0,0,0,0,0,0,0
164,2280,CHATHAM NATURAL GAS DIV,Municipal Owned,LA,2,1,1,0,1,0,0,0,0,0,9
165,2288,CHATTANOOGA GAS CO,Investor Owned,TN,262,357,309,506,430,410,434,392,369,331,330
166,2289,"CHATTAHOOCHEE, CITY OF",Municipal Owned,FL,0,0,1,0,0,0,0,0,4,0,0
167,2292,CHELSEA GAS AUTH,Municipal Owned,OK,0,9,2,7,3,6,2,8,3,4,2
168,2297,CHENEY MUNICIPAL UTILITY,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
169,2300,CHEROKEE WATERWORKS & GAS BOARD,Municipal Owned,AL,0,0,0,3,0,0,0,0,0,0,3
170,2304,CHILDERSBURG GAS BOARD,Municipal Owned,AL,0,12,7,9,10,6,15,15,8,7,2
171,2308,"CHESTER, CITY OF",Municipal Owned,TX,0,0,0,0,0,1,1,1,1,0,0
172,2309,CHESAPEAKE UTILITIES CORPORATION,Investor Owned,MD,57,40,70,56,25,26,36,44,22,35,39
173,2312,CHESTER COUNTY NATURAL GAS AUTH,Municipal Owned,SC,0,0,0,0,0,0,0,0,0,0,0
174,2316,"CHESTER GAS DEPT, CITY OF",Municipal Owned,IL,0,2,3,2,5,0,1,5,1,6,2
175,2336,CHICKASAWHAY NATURAL GAS DIST,Municipal Owned,MS,0,0,0,3,0,0,0,0,0,0,0
176,2348,"CHIPLEY, CITY OF",Municipal Owned,FL,0,0,0,0,0,0,3,1,0,0,0
177,2352,"CHIRENO MUNICIPAL GAS, CITY OF",Municipal Owned,TX,0,4,1,2,2,2,0,5,7,1,2
178,2356,CHOUTEAU PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,13,0,2,1,0,0,0,0,0
179,2360,CHRISNEY MUNICIPAL GAS CO,Municipal Owned,IN,1,0,0,0,0,0,0,0,1,0,1
180,2364,DUKE ENERGY OHIO,Investor Owned,OH,2014,2080,1618,2349,1901,1797,2782,2016,2535,2757,1811
181,2368,CIRCLE PINES UTILITY,Municipal Owned,MN,10,3,4,0,1,0,5,0,0,0,2
182,2372,"CISNE GAS DEPT, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,1
183,2392,CITIZENS GAS & COKE UTILITY,Municipal Owned,IN,667,658,785,796,586,512,502,621,598,440,489
184,2408,CITIZENS GAS FUEL CO,Investor Owned,MI,15,16,41,21,24,18,15,19,27,21,17
185,2412,CITIZENS GAS UTIL DIST,Municipal Owned,TN,141,204,162,120,159,159,129,121,83,122,109
186,2421,"CITRONELLE GAS UTILITIES BOARD, TOWN OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
187,2428,CITY GAS CO,Investor Owned,WI,3,2,3,4,11,6,6,1,5,6,9
188,2432,FLORIDA CITY GAS,Privately Owned,FL,409,471,426,605,732,576,661,663,550,587,579
189,2452,"CLARENCE, CITY OF",Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0,1
190,2456,CLARKE - MOBILE COUNTIES GAS DIST,Municipal Owned,AL,41,37,29,33,36,56,54,48,30,35,47
191,2460,CLARKSVILLE GAS & WATER DEPT,Municipal Owned,TN,76,119,114,129,112,111,140,114,92,82,68
192,2464,"CLAXTON GAS DEPT, CITY OF",Municipal Owned,GA,0,0,0,1,0,0,0,0,0,0,0
193,2465,CLAIBORNE NATURAL GAS INC,Privately Owned,MS,0,0,0,0,0,0,0,0,0,0,0
194,2468,VILLAGE OF CLAY CITY,Municipal Owned,IL,0,0,1,1,0,1,0,0,0,0,0
195,2472,"CLAY NATURAL GAS SYSTEM, CITY OF",Municipal Owned,KY,0,0,1,0,0,0,0,0,0,0,0
196,2476,CLAYTON GAS SYSTEM,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
197,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
198,2488,CLEARWATER GAS SYSTEM,Municipal Owned,FL,22,10,11,41,59,67,82,56,63,104,91
199,2492,CLEVELAND GAS DEPT,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
200,2500,"CLINTON, TOWN OF - GAS UTIL DIST #2, E FELICIANA",Municipal Owned,LA,0,0,0,0,0,0,10,9,9,4,5
201,2508,"CLINTON GAS SYSTEM, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,2,0,0,0,0
202,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Municipal Owned,SC,0,0,0,0,0,0,0,0,0,0,65
203,2524,"COALINGA, CITY OF",Municipal Owned,CA,0,0,0,4,2,2,3,11,4,0,4
204,2532,COBDEN MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,0,1,0,1,0,0
205,2536,"COCHRAN GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,3,0,0,1,1,0,0,0,0
206,2548,"COLFAX GAS DEPT, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,4,4,13,1,3
207,2556,COLLINWOOD GAS DEPT,Municipal Owned,TN,0,0,0,0,0,0,0,0,0,0,0
208,2568,"COLORADO SPRINGS, CITY OF",Municipal Owned,CO,41,211,212,236,220,224,229,250,242,203,271
209,2572,"COLQUITT GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,3,0,1,0,1,0,1
210,2585,COLUMBIA GAS OF KENTUCKY INC,Investor Owned,KY,842,584,595,653,503,632,514,571,686,640,441
211,2588,COLUMBIA GAS OF MARYLAND INC,Investor Owned,MD,135,111,141,153,171,171,139,116,135,98,87
212,2596,COLUMBIA GAS OF OHIO INC,Investor Owned,OH,7874,6800,6865,6341,6618,6000,4913,4963,5092,4983,4352
213,2600,COLUMBIA GAS OF PENNSYLVANIA,Investor Owned,PA,935,1021,819,1029,1027,822,699,600,712,630,606
214,2604,COLUMBIA GAS OF VIRGINIA INC,Investor Owned,VA,576,438,433,489,573,1,2,1,1,1,0
215,2622,"COLUMBIA, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
216,2624,COLUMBIA UTILITIES COMMISSION,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,1,0
217,2632,"COLUMBUS, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
218,2644,"COMMERCE GAS SYSTEM, CITY OF",Municipal Owned,GA,6,2,3,1,3,3,8,9,3,12,9
219,2652,NSTAR GAS COMPANY,Investor Owned,MA,1087,1118,727,852,892,840,737,696,681,641,599
220,2676,COMMUNITY NATURAL GAS INC,Investor Owned,IN,6,26,35,18,7,21,9,10,3,15,24
221,2688,SOUTH ALABAMA GAS DISTRICT,Municipal Owned,AL,7,5,4,10,18,16,12,18,11,18,14
222,2700,CONNECTICUT NATURAL GAS CORP,Investor Owned,CT,200,245,226,311,297,340,275,263,273,251,227
223,2704,CONSOLIDATED EDISON CO OF NEW YORK,Investor Owned,NY,4194,4403,3814,3764,5996,6858,4876,4422,4949,4335,3211
224,2712,CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH,Municipal Owned,LA,0,0,18,7,10,16,7,4,5,33,14
225,2728,CONSUMERS GAS CO,Investor Owned,IL,22,19,37,12,17,27,16,12,12,19,15
226,2736,CONSUMERS GAS UTILITY CO,Privately Owned,WV,66,54,34,33,45,30,34,23,26,23,24
227,2748,CONSUMERS ENERGY CO,Investor Owned,MI,3717,3764,3859,4045,5147,5305,5411,5296,4924,5965,5405
228,2764,"COOKEVILLE GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,0,0,35,29,24,30,38,37
229,2768,COON RAPIDS MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
230,2776,COPAN GAS CO,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
231,2778,"COPPER MARKET, INC",Privately Owned,AZ,1,6,0,0,2,1,2,2,3,0,1
232,2780,"CORDELE GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,1,0,0,18,12,24,8,13,10
233,2784,"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF",Municipal Owned,AL,0,7,0,0,3,1,9,3,0,0,0
234,2788,"CORINTH GAS DEPT, CITY OF",Municipal Owned,MS,0,23,26,30,10,37,32,18,27,13,39
235,2792,CORN GAS DEPT,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
236,2796,CORNING MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,1,2,1,0,0,0,0,0,0
237,2800,CORNING NATURAL GAS CORP,Investor Owned,NY,0,88,40,52,57,66,41,34,45,82,35
