,Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
112,1684,"BRACKETTVILLE, CITY OF, HOUSING AUTH OF",Municipal Owned,TX,0,0,0,1,0,0,0,0,0,0,0
113,1688,"BRADY MUNICIPAL GAS CORP, CITY OF",Municipal Owned,TX,9,10,31,18,19,22,16,17,19,10,20
114,1696,"BRAZORIA, CITY OF",Municipal Owned,TX,9,21,7,5,7,6,8,10,13,8,7
115,1720,"BRENHAM UTILITY, CITY OF",Municipal Owned,TX,36,21,112,76,68,56,61,35,72,78,85
116,1728,"BREWTON GAS DEPT, CITY OF",Municipal Owned,AL,27,35,34,34,30,35,26,15,19,11,7
117,1736,BRIDGEPORT UTILITIES BOARD,Municipal Owned,AL,4,2,4,7,4,6,4,8,4,7,7
118,1752,BRIGHTON MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,1,0,0,1,0,3
119,1792,BROOKLYN MUNICIPAL GAS CO,Municipal Owned,IA,0,1,3,0,0,0,0,0,0,0,0
120,1800,KEYSPAN ENERGY DELIVERY - NY CITY,Investor Owned,NY,2733,3470,2543,3224,4923,4713,4456,4650,4810,4628,2605
121,1808,BROOKSIDE GAS SYSTEM,Municipal Owned,AL,0,6,9,15,11,12,15,4,11,16,1
122,1816,"BROOKSVILLE UTILITIES, TOWN OF",Municipal Owned,KY,8,5,6,5,7,7,11,2,3,0,0
123,1840,BROWNSVILLE UTILITIES,Municipal Owned,TN,28,40,36,16,27,15,18,29,14,10,11
124,1872,"BUFORD GAS SYSTEM, CITY OF",Municipal Owned,GA,350,230,147,174,197,175,172,144,141,114,110
125,1888,BURBANK PUBLIC WORKS AUTHORITY,Municipal Owned,OK,3,0,0,0,0,1,1,2,1,0,0
126,1912,BURLINGAME MUNICIPAL SYSTEM,Municipal Owned,KS,0,2,8,4,0,0,1,0,1,0,2
127,1920,"BURLINGTON GAS SYSTEM , CITY OF",Municipal Owned,OK,1,7,0,0,0,0,0,0,0,0,0
128,1922,BURNSVILLE GAS CO,Privately Owned,MS,0,0,0,0,0,0,0,0,0,0,0
129,1936,"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
130,1944,BUSHNELL MUNICIPAL GAS UTILITY,Municipal Owned,IL,36,19,34,1,3,43,2,2,3,0,1
131,1976,"BYHALIA MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,MS,18,7,2,3,4,5,3,4,5,0,0
132,1985,B & H GAS CO,Privately Owned,KY,0,0,0,0,14,7,4,5,1,3,0
133,2012,"CAIRO GAS SYSTEMS, CITY OF",Municipal Owned,GA,47,7,5,3,3,4,1,0,1,0,1
134,2016,CAIRO PUBLIC UTILITIES SYSTEM,Municipal Owned,IL,16,0,20,19,18,23,5,0,0,2,0
135,2020,CITY OF CALERA NATURAL GAS,Municipal Owned,AL,7,14,2,18,49,43,53,29,35,28,19
136,2036,"CAMILLA GAS SYSTEM, CITY OF",Municipal Owned,GA,35,47,63,2,2,1,0,3,0,0,0
137,2044,CAMP HILL UTILITY BOARD,Municipal Owned,AL,0,0,4,6,1,5,6,0,0,0,0
138,2047,CALEDONIA NATURAL GAS DISTRICT,Municipal Owned,MS,14,24,5,6,6,9,17,10,14,3,6
139,2060,CANTON MUNICIPAL UTILITY,Municipal Owned,MS,48,72,57,53,58,39,76,52,24,28,28
140,2088,"CARBON HILL GAS BOARD, CITY OF",Municipal Owned,AL,4,19,4,0,0,0,5,4,1,5,2
141,2092,CARENCRO GAS SYSTEM,Municipal Owned,LA,0,0,0,7,10,2,0,1,0,0,0
142,2096,"CARLISLE GAS SYSTEM, CITY OF",Municipal Owned,KY,48,23,22,4,4,21,10,4,2,5,8
143,2112,CARRIZO SPRINGS GAS DEPT,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
144,2116,"CARROLLTON GAS DISTRICT SYSTEM, CITY OF",Municipal Owned,KY,10,12,15,37,38,21,20,13,10,11,12
145,2120,"CARTERSVILLE GAS DEPT, CITY OF",Municipal Owned,GA,75,24,63,46,25,21,31,29,19,31,16
146,2124,CASCADE MUNICIPAL UTIL,Municipal Owned,IA,18,2,4,3,1,0,1,0,0,0,0
147,2128,CASCADE NATURAL GAS CORP,Investor Owned,WA,197,182,201,137,1215,2109,1917,1454,1347,1138,1120
148,2132,CASEY MUNICIPAL GAS SYSTEM,Municipal Owned,IL,1,9,8,3,2,2,7,1,3,1,2
149,2136,CASHION MUNICIPAL GAS SYSTEM,Municipal Owned,OK,0,0,0,0,3,0,3,0,0,0,1
150,2144,"CASSODAY GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
151,2152,CASTROVILLE UTILITY SYSTEM,Municipal Owned,TX,14,0,3,4,2,1,3,8,3,3,1
152,2164,CEDAR FALLS MUNICIPAL UTILITY,Municipal Owned,IA,21,44,18,10,11,18,21,16,23,26,21
153,2172,CENTER MUNICIPAL GAS SYSTEM,Municipal Owned,CO,3,2,2,0,0,0,0,0,0,0,0
154,2176,"CENTERVILLE, TOWN OF",Municipal Owned,TN,40,60,50,32,34,24,38,30,30,41,19
155,2180,CENTRAL CITY GAS SYSTEM DEPT,Municipal Owned,NE,3,0,3,3,1,1,2,3,2,5,4
156,2188,CENTRAL FLORIDA GAS CORP,Investor Owned,FL,92,98,92,68,125,129,128,135,263,184,182
157,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Investor Owned,NY,358,387,415,479,576,674,565,735,625,510,361
158,2227,"CENTURY, TOWN OF",Municipal Owned,FL,30,17,27,17,33,35,26,21,11,14,17
159,2232,"CENTREVILLE MUNICIPAL GAS, TOWN OF",Municipal Owned,MS,26,8,9,10,15,12,6,13,22,32,30
160,2236,CHAMBERSBURG GAS DEPT,Municipal Owned,PA,14,20,18,29,16,13,24,16,14,22,10
161,2256,"CHANUTE, CITY OF",Municipal Owned,KS,29,25,27,24,20,61,37,28,30,26,28
162,2268,"CHARLOTTESVILLE, CITY OF",Municipal Owned,VA,120,117,92,142,96,132,214,113,156,127,119
163,2272,CHARTIERS NATURAL GAS CO INC,Investor Owned,PA,5,7,7,8,8,13,10,9,8,0,8
164,2280,CHATHAM NATURAL GAS DIV,Municipal Owned,LA,2,1,1,5,1,5,0,3,0,6,9
165,2288,CHATTANOOGA GAS CO,Investor Owned,TN,482,651,915,1096,808,741,776,885,783,682,675
166,2289,"CHATTAHOOCHEE, CITY OF",Municipal Owned,FL,0,0,10,0,0,5,9,0,4,0,0
167,2292,CHELSEA GAS AUTH,Municipal Owned,OK,16,25,8,24,13,15,6,8,6,4,3
168,2297,CHENEY MUNICIPAL UTILITY,Municipal Owned,KS,0,2,0,0,2,2,3,5,0,2,0
169,2300,CHEROKEE WATERWORKS & GAS BOARD,Municipal Owned,AL,19,12,8,3,3,0,2,0,2,27,11
170,2304,CHILDERSBURG GAS BOARD,Municipal Owned,AL,35,26,17,13,18,15,19,15,8,14,2
171,2308,"CHESTER, CITY OF",Municipal Owned,TX,3,1,0,0,0,4,2,2,1,0,0
172,2309,CHESAPEAKE UTILITIES CORPORATION,Investor Owned,MD,85,59,115,214,159,133,142,208,132,121,99
173,2312,CHESTER COUNTY NATURAL GAS AUTH,Municipal Owned,SC,53,35,31,23,46,36,70,33,20,30,35
174,2316,"CHESTER GAS DEPT, CITY OF",Municipal Owned,IL,5,4,8,10,15,11,12,14,13,21,3
175,2336,CHICKASAWHAY NATURAL GAS DIST,Municipal Owned,MS,21,9,8,14,81,12,20,10,43,38,20
176,2348,"CHIPLEY, CITY OF",Municipal Owned,FL,31,5,4,3,1,2,5,1,3,1,1
177,2352,"CHIRENO MUNICIPAL GAS, CITY OF",Municipal Owned,TX,73,55,42,35,23,16,1,14,18,13,9
178,2356,CHOUTEAU PUBLIC WORKS AUTH,Municipal Owned,OK,17,7,13,17,11,20,14,6,1,0,0
179,2360,CHRISNEY MUNICIPAL GAS CO,Municipal Owned,IN,5,1,1,0,0,2,0,0,1,6,2
180,2364,DUKE ENERGY OHIO,Investor Owned,OH,6020,5858,5006,5689,4523,3955,4441,3670,3828,4597,4434
181,2368,CIRCLE PINES UTILITY,Municipal Owned,MN,15,5,4,1,2,1,7,1,1,1,3
182,2372,"CISNE GAS DEPT, VILLAGE OF",Municipal Owned,IL,0,0,0,0,1,0,1,0,0,0,1
183,2392,CITIZENS GAS & COKE UTILITY,Municipal Owned,IN,1542,1233,1601,1635,1364,1003,833,1150,945,776,784
184,2408,CITIZENS GAS FUEL CO,Investor Owned,MI,40,33,59,44,47,36,51,46,57,41,31
185,2412,CITIZENS GAS UTIL DIST,Municipal Owned,TN,141,204,162,120,159,159,129,121,103,145,113
186,2421,"CITRONELLE GAS UTILITIES BOARD, TOWN OF",Municipal Owned,AL,86,106,128,128,93,169,104,131,91,115,107
187,2428,CITY GAS CO,Investor Owned,WI,9,5,10,4,8,6,6,5,9,8,10
188,2432,FLORIDA CITY GAS,Privately Owned,FL,1225,1910,1542,2268,2853,1852,1757,1750,1673,1532,1536
189,2452,"CLARENCE, CITY OF",Municipal Owned,MO,2,2,2,2,0,3,0,3,3,1,5
190,2456,CLARKE - MOBILE COUNTIES GAS DIST,Municipal Owned,AL,50,88,75,117,59,81,72,58,36,54,60
191,2460,CLARKSVILLE GAS & WATER DEPT,Municipal Owned,TN,107,183,212,191,167,133,218,186,164,176,158
192,2464,"CLAXTON GAS DEPT, CITY OF",Municipal Owned,GA,7,6,13,7,1,2,1,0,1,1,1
193,2465,CLAIBORNE NATURAL GAS INC,Privately Owned,MS,0,0,0,0,0,0,0,0,1,0,0
194,2468,VILLAGE OF CLAY CITY,Municipal Owned,IL,0,0,2,2,2,11,3,2,7,1,7
195,2472,"CLAY NATURAL GAS SYSTEM, CITY OF",Municipal Owned,KY,10,12,5,6,21,5,5,1,0,3,9
196,2476,CLAYTON GAS SYSTEM,Municipal Owned,LA,12,12,2,3,24,6,5,0,24,0,0
197,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
198,2488,CLEARWATER GAS SYSTEM,Municipal Owned,FL,89,96,97,98,117,95,97,117,97,120,103
199,2492,CLEVELAND GAS DEPT,Municipal Owned,OK,7,4,4,7,1,5,3,15,26,13,7
200,2500,"CLINTON, TOWN OF - GAS UTIL DIST #2, E FELICIANA",Municipal Owned,LA,17,23,25,3,13,37,22,25,19,15,6
201,2508,"CLINTON GAS SYSTEM, CITY OF",Municipal Owned,KY,1,4,3,2,2,4,2,1,3,1,0
202,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Municipal Owned,SC,30,36,22,40,30,53,46,38,108,116,169
203,2524,"COALINGA, CITY OF",Municipal Owned,CA,60,30,41,37,38,36,48,30,24,32,45
204,2532,COBDEN MUNICIPAL GAS SYSTEM,Municipal Owned,IL,3,0,8,1,0,1,1,6,3,3,1
205,2536,"COCHRAN GAS SYSTEM, CITY OF",Municipal Owned,GA,5,3,3,0,0,3,2,1,2,0,1
206,2548,"COLFAX GAS DEPT, TOWN OF",Municipal Owned,LA,30,36,42,31,23,15,23,15,28,20,36
207,2556,COLLINWOOD GAS DEPT,Municipal Owned,TN,6,0,0,3,5,3,5,5,2,7,3
208,2568,"COLORADO SPRINGS, CITY OF",Municipal Owned,CO,182,432,431,421,364,293,371,375,352,371,359
209,2572,"COLQUITT GAS SYSTEM, CITY OF",Municipal Owned,GA,1,0,4,1,3,1,2,0,1,0,1
210,2585,COLUMBIA GAS OF KENTUCKY INC,Investor Owned,KY,1942,1446,1226,1391,1444,1733,1604,1338,1705,1457,1350
211,2588,COLUMBIA GAS OF MARYLAND INC,Investor Owned,MD,498,414,438,447,486,499,399,439,506,317,221
212,2596,COLUMBIA GAS OF OHIO INC,Investor Owned,OH,20064,18282,17214,15641,14501,15600,15168,13184,11337,11915,11548
213,2600,COLUMBIA GAS OF PENNSYLVANIA,Investor Owned,PA,5375,4999,5063,4674,4970,4718,4002,3186,3142,3453,2906
214,2604,COLUMBIA GAS OF VIRGINIA INC,Investor Owned,VA,1577,1358,1199,1224,1468,2,2,1,1,1,1
215,2622,"COLUMBIA, TOWN OF",Municipal Owned,LA,1,3,0,0,2,0,0,0,0,1,0
216,2624,COLUMBIA UTILITIES COMMISSION,Municipal Owned,KY,3,21,12,46,8,8,5,0,0,24,21
217,2632,"COLUMBUS, CITY OF",Municipal Owned,TX,2,0,0,0,0,0,1,6,10,4,8
218,2644,"COMMERCE GAS SYSTEM, CITY OF",Municipal Owned,GA,20,2,7,10,18,11,10,27,18,25,26
219,2652,NSTAR GAS COMPANY,Investor Owned,MA,2720,2517,1946,2052,2059,2029,1748,1455,1236,1136,1176
220,2676,COMMUNITY NATURAL GAS INC,Investor Owned,IN,11,30,37,21,13,55,54,54,52,105,112
221,2688,SOUTH ALABAMA GAS DISTRICT,Municipal Owned,AL,15,16,13,14,43,43,26,42,17,30,26
222,2700,CONNECTICUT NATURAL GAS CORP,Investor Owned,CT,627,808,769,869,805,1137,1031,1100,1031,955,896
223,2704,CONSOLIDATED EDISON CO OF NEW YORK,Investor Owned,NY,8249,7990,7328,7019,10961,13726,12473,11415,12351,10557,8936
224,2712,CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH,Municipal Owned,LA,64,84,54,30,34,40,46,46,36,79,33
225,2728,CONSUMERS GAS CO,Investor Owned,IL,45,28,57,37,30,42,28,43,33,34,39
226,2736,CONSUMERS GAS UTILITY CO,Privately Owned,WV,389,313,381,508,367,286,371,266,197,275,276
227,2748,CONSUMERS ENERGY CO,Investor Owned,MI,4642,4609,4788,5962,7542,7882,8194,7576,6947,8264,8169
228,2764,"COOKEVILLE GAS DEPT, CITY OF",Municipal Owned,TN,32,22,31,23,23,46,89,72,81,85,62
229,2768,COON RAPIDS MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
230,2776,COPAN GAS CO,Municipal Owned,OK,6,5,24,13,2,2,2,4,2,4,9
231,2778,"COPPER MARKET, INC",Privately Owned,AZ,6,15,6,3,3,4,5,4,3,3,5
232,2780,"CORDELE GAS SYSTEM, CITY OF",Municipal Owned,GA,8,3,17,21,14,47,36,33,20,27,27
233,2784,"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF",Municipal Owned,AL,31,19,17,5,23,6,19,19,11,2,7
234,2788,"CORINTH GAS DEPT, CITY OF",Municipal Owned,MS,18,52,34,60,37,44,60,33,51,38,39
235,2792,CORN GAS DEPT,Municipal Owned,OK,0,0,1,1,1,0,0,0,1,0,0
236,2796,CORNING MUNICIPAL UTILITIES,Municipal Owned,IA,7,3,2,7,4,0,2,1,1,0,0
