Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
LEBO MUNICIPAL GAS SYSTEM,11344,Municipal Owned,KS,9.0,36.0,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
"LACYGNE GAS DEPT, CITY OF",11040,Municipal Owned,KS,33.0,32.0,2,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,15.0,0.0,0.0
"KECHI, CITY OF",10123,Municipal Owned,KS,20.35,30.0,4,0.0,0.0,0.0,0.0,4.0,2.0,2.0,6.0,3.5,2.85,0.0
"JAMESTOWN MUNICIPAL GAS DEPT, CITY OF",9110,Municipal Owned,KS,18.0,56.0,18,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
"ISABEL, CITY OF",8321,Municipal Owned,KS,11.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
IOLA MUNICIPAL GAS CO,8220,Municipal Owned,KS,53.0,51.0,5,34.0,4.0,1.0,3.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0
HUMBOLDT CITY GAS DEPT,7645,Municipal Owned,KS,29.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0
HOWARD MUNICIPAL GAS SYSTEM,7610,Municipal Owned,KS,16.0,46.0,2,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"HESSTON, CITY OF",7245,Municipal Owned,KS,30.92,36.0,2,0.0,0.0,0.0,0.0,0.0,18.0,3.0,3.0,6.0,0.62,0.3
HARVEYVILLE GAS DEPT,7125,Municipal Owned,KS,11.0,52.0,10,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
HARDTNER CITY GAS DEPT,7077,Municipal Owned,KS,5.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
"HALSTEAD GAS DEPT, CITY OF",7030,Municipal Owned,KS,15.194,28.0,0,4.627,0.0,0.0,0.0,0.0,1.6,2.41,4.55,0.939,0.621,0.447
ATMOS ENERGY CORPORATION - COLORADO/KANSAS,6720,Investor Owned,KS,4120.3,15.0,22,3244.8,4.9,0.6,4.2,12.9,28.9,54.7,82.8,232.0,421.4,32.9
"GARNETT MUNICIPAL SYSTEM, CITY OF",6100,Municipal Owned,KS,44.0,34.0,6,0.0,1.0,1.0,1.0,2.0,8.0,12.0,9.0,9.0,1.0,0.0
"GARDEN PLAIN GAS SYSTEM, CITY OF",6080,Municipal Owned,KS,14.5,54.0,11,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,2.5,0.75,0.0
FORD CITY UTILITIES GAS DEPT,5360,Municipal Owned,KS,8.1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
ESKRIDGE GAS SYSTEM,4540,Municipal Owned,KS,55.0,31.0,22,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,22.0,6.0,0.0
"DENISON GAS SYSTEMS, CITY OF",3297,Municipal Owned,KS,17.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
CHENEY MUNICIPAL UTILITY,2297,Municipal Owned,KS,19.1,41.0,7,0.0,0.0,0.0,7.0,0.0,3.5,0.5,4.5,1.65,1.95,0.0
"CHANUTE, CITY OF",2256,Municipal Owned,KS,94.475,25.0,0,24.61,0.0,0.0,0.0,0.0,5.391,19.368,19.054,16.793,9.249,0.01
"CASSODAY GAS DEPT, CITY OF",2144,Municipal Owned,KS,3.0,56.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF",1936,Municipal Owned,KS,10.0,53.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
BURLINGAME MUNICIPAL SYSTEM,1912,Municipal Owned,KS,29.0,56.0,23,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
"AUBURN, CITY OF",846,Municipal Owned,KS,51.0,46.0,25,0.0,0.0,0.0,0.0,23.0,17.0,5.0,3.0,3.0,0.0,0.0
"ARGONIA MUNICIPAL SYSTEM, CITY OF",576,Municipal Owned,KS,12.746,9.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.521,0.0
"ALTAMONT GAS DEPT, CITY OF",360,Municipal Owned,KS,24.5,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,1.5,0.0
"ALMA GAS DISTRIBUTION SYSTEM, CITY OF",333,Municipal Owned,KS,29.196,45.0,19,0.0,0.0,0.0,19.16,0.0,0.0,0.0,0.0,3.0,1.12,5.93
"ABBYVILLE, CITY OF",18,Municipal Owned,KS,3.0,66.0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
