Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
BLACK HILLS ENERGY,15359,Investor Owned,KS,103660,17475,7,3448,3150,1578,7884,9625,24100,17992,13368,5033
PARTRIDGE GAS DISTRIBUTION SYSTEM,15147,Municipal Owned,KS,126,0,0,0,0,88,0,0,36,0,2,0
"PALMER MUNICIPAL SYSTEM, CITY OF",15070,Municipal Owned,KS,102,0,0,0,0,92,3,2,1,2,2,0
OSAGE CITY MUNICIPAL GAS SYSTEM,14370,Municipal Owned,KS,1289,0,0,0,158,43,42,529,240,34,242,1
"NEODESHA GAS DEPT, CITY OF",13210,Municipal Owned,KS,1307,0,0,0,303,0,0,47,448,491,16,2
"MULBERRY, CITY OF",12897,Municipal Owned,KS,398,0,0,0,0,0,304,55,22,12,4,1
"MOUNDRIDGE GAS DEPT, CITY OF",12846,Municipal Owned,KS,737,0,0,0,0,32,38,75,419,102,71,0
MIDWEST ENERGY INC,12479,Cooperative,KS,40440,20,0,2182,5069,9835,8467,3603,4853,2183,4050,178
"MC LOUTH MUNICIPAL SYSTEM, CITY OF",12306,Municipal Owned,KS,410,0,0,0,0,0,0,9,337,28,36,0
MCFARLAND MUNICIPAL SYSTEMS INC,12276,Municipal Owned,KS,143,0,0,0,83,0,27,17,1,10,5,0
"LYONS GAS DEPT, CITY OF",11944,Municipal Owned,KS,1757,0,0,0,0,0,0,0,0,1744,7,6
"LOUISBURG NATURAL GAS UTILITIES, CITY OF",11784,Municipal Owned,KS,1578,0,0,0,0,0,592,68,94,646,163,15
"LITTLE RIVER MUNICIPAL SYSTEM, CITY OF",11560,Municipal Owned,KS,317,2,0,0,0,250,46,0,0,8,11,0
LEBO MUNICIPAL GAS SYSTEM,11344,Municipal Owned,KS,321,0,0,0,0,0,0,312,0,2,5,2
"LACYGNE GAS DEPT, CITY OF",11040,Municipal Owned,KS,513,0,0,192,0,0,309,0,0,4,7,1
"KECHI, CITY OF",10123,Municipal Owned,KS,692,0,0,0,0,84,25,131,154,131,151,16
"JAMESTOWN MUNICIPAL GAS DEPT, CITY OF",9110,Municipal Owned,KS,257,0,0,0,0,251,0,0,0,0,5,1
"ISABEL, CITY OF",8321,Municipal Owned,KS,81,0,0,0,0,0,0,80,0,0,1,0
IOLA MUNICIPAL GAS CO,8220,Municipal Owned,KS,2604,547,4,13,377,893,311,308,60,70,21,0
HUMBOLDT CITY GAS DEPT,7645,Municipal Owned,KS,981,0,0,0,0,0,0,942,26,10,3,0
HOWARD MUNICIPAL GAS SYSTEM,7610,Municipal Owned,KS,583,0,0,0,0,0,583,0,0,0,0,0
"HESSTON, CITY OF",7245,Municipal Owned,KS,1362,0,0,0,0,0,769,95,257,158,76,7
HARVEYVILLE GAS DEPT,7125,Municipal Owned,KS,146,0,0,0,0,134,0,0,2,8,2,0
HARDTNER CITY GAS DEPT,7077,Municipal Owned,KS,143,0,0,0,0,0,0,134,0,0,9,0
"HALSTEAD GAS DEPT, CITY OF",7030,Municipal Owned,KS,822,701,0,0,0,0,14,1,31,45,27,3
ATMOS ENERGY CORPORATION - COLORADO/KANSAS,6720,Investor Owned,KS,154684,7456,29,52,123,198,378,1356,101680,15647,24296,3469
"GARNETT MUNICIPAL SYSTEM, CITY OF",6100,Municipal Owned,KS,1786,0,10,106,146,138,355,290,284,254,174,29
"GARDEN PLAIN GAS SYSTEM, CITY OF",6080,Municipal Owned,KS,385,0,0,0,142,50,42,37,18,36,59,1
FORD CITY UTILITIES GAS DEPT,5360,Municipal Owned,KS,139,0,0,0,0,0,0,0,0,0,139,0
ESKRIDGE GAS SYSTEM,4540,Municipal Owned,KS,735,0,0,0,0,587,32,20,57,23,15,1
"DENISON GAS SYSTEMS, CITY OF",3297,Municipal Owned,KS,184,0,0,0,0,0,0,0,170,10,4,0
CHENEY MUNICIPAL UTILITY,2297,Municipal Owned,KS,794,0,0,0,474,0,30,0,167,74,48,1
"CHANUTE, CITY OF",2256,Municipal Owned,KS,4306,2621,0,0,0,0,0,388,607,369,280,41
"CASSODAY GAS DEPT, CITY OF",2144,Municipal Owned,KS,96,0,0,0,0,94,0,0,0,1,1,0
"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF",1936,Municipal Owned,KS,438,0,0,0,0,410,0,0,22,0,4,2
BURLINGAME MUNICIPAL SYSTEM,1912,Municipal Owned,KS,632,0,0,0,575,0,0,0,9,41,7,0
"AUBURN, CITY OF",846,Municipal Owned,KS,1105,0,0,0,0,147,291,144,240,224,52,7
"ARGONIA MUNICIPAL SYSTEM, CITY OF",576,Municipal Owned,KS,310,278,0,0,0,0,0,0,0,28,4,0
"ALTAMONT GAS DEPT, CITY OF",360,Municipal Owned,KS,530,0,0,0,0,0,0,0,525,0,5,0
"ALMA GAS DISTRIBUTION SYSTEM, CITY OF",333,Municipal Owned,KS,500,447,0,0,0,0,0,0,0,23,15,15
"ABBYVILLE, CITY OF",18,Municipal Owned,KS,52,0,0,0,51,0,0,0,0,1,0,0
